B01003_001E,NAME,GEOID,state,county
17163,"Lawrence County, Arkansas",05000US05075,05,075
10151,"Lee County, Arkansas",05000US05077,05,077
14113,"Lincoln County, Arkansas",05000US05079,05,079
12852,"Little River County, Arkansas",05000US05081,05,081
22129,"Logan County, Arkansas",05000US05083,05,083
70118,"Lonoke County, Arkansas",05000US05085,05,085
15696,"Madison County, Arkansas",05000US05087,05,087
16534,"Marion County, Arkansas",05000US05089,05,089
43537,"Miller County, Arkansas",05000US05091,05,091
45385,"Mississippi County, Arkansas",05000US05093,05,093
7855,"Monroe County, Arkansas",05000US05095,05,095
9296,"Montgomery County, Arkansas",05000US05097,05,097
8877,"Nevada County, Arkansas",05000US05099,05,099
8131,"Newton County, Arkansas",05000US05101,05,101
25421,"Ouachita County, Arkansas",05000US05103,05,103
10350,"Perry County, Arkansas",05000US05105,05,105
20847,"Phillips County, Arkansas",05000US05107,05,107
11187,"Pike County, Arkansas",05000US05109,05,109
24359,"Poinsett County, Arkansas",05000US05111,05,111
20454,"Polk County, Arkansas",05000US05113,05,113
62687,"Pope County, Arkansas",05000US05115,05,115
8475,"Prairie County, Arkansas",05000US05117,05,117
388752,"Pulaski County, Arkansas",05000US05119,05,119
17794,"Randolph County, Arkansas",05000US05121,05,121
27642,"St. Francis County, Arkansas",05000US05123,05,123
111811,"Saline County, Arkansas",05000US05125,05,125
11024,"Scott County, Arkansas",05000US05127,05,127
8036,"Searcy County, Arkansas",05000US05129,05,129
126801,"Sebastian County, Arkansas",05000US05131,05,131
17250,"Sevier County, Arkansas",05000US05133,05,133
17117,"Sharp County, Arkansas",05000US05135,05,135
12531,"Stone County, Arkansas",05000US05137,05,137
40954,"Union County, Arkansas",05000US05139,05,139
17090,"Van Buren County, Arkansas",05000US05141,05,141
212238,"Washington County, Arkansas",05000US05143,05,143
78275,"White County, Arkansas",05000US05145,05,145
7094,"Woodruff County, Arkansas",05000US05147,05,147
21934,"Yell County, Arkansas",05000US05149,05,149
1559308,"Alameda County, California",05000US06001,06,001
1202,"Alpine County, California",05000US06003,06,003
37159,"Amador County, California",05000US06005,06,005
221578,"Butte County, California",05000US06007,06,007
44921,"Calaveras County, California",05000US06009,06,009
21424,"Colusa County, California",05000US06011,06,011
1081232,"Contra Costa County, California",05000US06013,06,013
28066,"Del Norte County, California",05000US06015,06,015
181465,"El Dorado County, California",05000US06017,06,017
948844,"Fresno County, California",05000US06019,06,019
28019,"Glenn County, California",05000US06021,06,021
134876,"Humboldt County, California",05000US06023,06,023
177026,"Imperial County, California",05000US06025,06,025
18439,"Inyo County, California",05000US06027,06,027
857730,"Kern County, California",05000US06029,06,029
151390,"Kings County, California",05000US06031,06,031
64209,"Lake County, California",05000US06033,06,033
33356,"Lassen County, California",05000US06035,06,035
9974203,"Los Angeles County, California",05000US06037,06,037
152452,"Madera County, California",05000US06039,06,039
256802,"Marin County, California",05000US06041,06,041
17946,"Mariposa County, California",05000US06043,06,043
87612,"Mendocino County, California",05000US06045,06,045
261609,"Merced County, California",05000US06047,06,047
9335,"Modoc County, California",05000US06049,06,049
14193,"Mono County, California",05000US06051,06,051
424927,"Monterey County, California",05000US06053,06,053
139253,"Napa County, California",05000US06055,06,055
98606,"Nevada County, California",05000US06057,06,057
3086331,"Orange County, California",05000US06059,06,059
361518,"Placer County, California",05000US06061,06,061
19286,"Plumas County, California",05000US06063,06,063
2266899,"Riverside County, California",05000US06065,06,065
1450277,"Sacramento County, California",05000US06067,06,067
56888,"San Benito County, California",05000US06069,06,069
2078586,"San Bernardino County, California",05000US06071,06,071
3183143,"San Diego County, California",05000US06073,06,073
829072,"San Francisco County, California",05000US06075,06,075
701050,"San Joaquin County, California",05000US06077,06,077
274184,"San Luis Obispo County, California",05000US06079,06,079
739837,"San Mateo County, California",05000US06081,06,081
431555,"Santa Barbara County, California",05000US06083,06,083
1841569,"Santa Clara County, California",05000US06085,06,085
267203,"Santa Cruz County, California",05000US06087,06,087
178520,"Shasta County, California",05000US06089,06,089
3019,"Sierra County, California",05000US06091,06,091
44261,"Siskiyou County, California",05000US06093,06,093
421624,"Solano County, California",05000US06095,06,095
491790,"Sonoma County, California",05000US06097,06,097
522794,"Stanislaus County, California",05000US06099,06,099
95067,"Sutter County, California",05000US06101,06,101
63284,"Tehama County, California",05000US06103,06,103
13515,"Trinity County, California",05000US06105,06,105
451108,"Tulare County, California",05000US06107,06,107
54347,"Tuolumne County, California",05000US06109,06,109
835790,"Ventura County, California",05000US06111,06,111
204162,"Yolo County, California",05000US06113,06,113
73059,"Yuba County, California",05000US06115,06,115
461558,"Adams County, Colorado",05000US08001,08,001
16111,"Alamosa County, Colorado",05000US08003,08,003
596684,"Arapahoe County, Colorado",05000US08005,08,005
12132,"Archuleta County, Colorado",05000US08007,08,007
3735,"Baca County, Colorado",05000US08009,08,009
6000,"Bent County, Colorado",05000US08011,08,011
305166,"Boulder County, Colorado",05000US08013,08,013
59027,"Broomfield County, Colorado",05000US08014,08,014
18121,"Chaffee County, Colorado",05000US08015,08,015
2153,"Cheyenne County, Colorado",05000US08017,08,017
9114,"Clear Creek County, Colorado",05000US08019,08,019
8276,"Conejos County, Colorado",05000US08021,08,021
3578,"Costilla County, Colorado",05000US08023,08,023
5558,"Crowley County, Colorado",05000US08025,08,025
4274,"Custer County, Colorado",05000US08027,08,027
30378,"Delta County, Colorado",05000US08029,08,029
633777,"Denver County, Colorado",05000US08031,08,031
1736,"Dolores County, Colorado",05000US08033,08,033
299794,"Douglas County, Colorado",05000US08035,08,035
52233,"Eagle County, Colorado",05000US08037,08,037
23545,"Elbert County, Colorado",05000US08039,08,039
645707,"El Paso County, Colorado",05000US08041,08,041
46879,"Fremont County, Colorado",05000US08043,08,043
56684,"Garfield County, Colorado",05000US08045,08,045
5557,"Gilpin County, Colorado",05000US08047,08,047
14478,"Grand County, Colorado",05000US08049,08,049
15503,"Gunnison County, Colorado",05000US08051,08,051
871,"Hinsdale County, Colorado",05000US08053,08,053
6550,"Huerfano County, Colorado",05000US08055,08,055
1389,"Jackson County, Colorado",05000US08057,08,057
546162,"Jefferson County, Colorado",05000US08059,08,059
1407,"Kiowa County, Colorado",05000US08061,08,061
8122,"Kit Carson County, Colorado",05000US08063,08,063
7311,"Lake County, Colorado",05000US08065,08,065
52547,"La Plata County, Colorado",05000US08067,08,067
311435,"Larimer County, Colorado",05000US08069,08,069
14789,"Las Animas County, Colorado",05000US08071,08,071
5462,"Lincoln County, Colorado",05000US08073,08,073
22604,"Logan County, Colorado",05000US08075,08,075
147509,"Mesa County, Colorado",05000US08077,08,077
704,"Mineral County, Colorado",05000US08079,08,079
13286,"Moffat County, Colorado",05000US08081,08,081
25569,"Montezuma County, Colorado",05000US08083,08,083
40885,"Montrose County, Colorado",05000US08085,08,085
28342,"Morgan County, Colorado",05000US08087,08,087
18712,"Otero County, Colorado",05000US08089,08,089
4532,"Ouray County, Colorado",05000US08091,08,091
16174,"Park County, Colorado",05000US08093,08,093
4385,"Phillips County, Colorado",05000US08095,08,095
17303,"Pitkin County, Colorado",05000US08097,08,097
12359,"Prowers County, Colorado",05000US08099,08,099
160757,"Pueblo County, Colorado",05000US08101,08,101
6739,"Rio Blanco County, Colorado",05000US08103,08,103
11840,"Rio Grande County, Colorado",05000US08105,08,105
23428,"Routt County, Colorado",05000US08107,08,107
6211,"Saguache County, Colorado",05000US08109,08,109
653,"San Juan County, Colorado",05000US08111,08,111
7597,"San Miguel County, Colorado",05000US08113,08,113
2365,"Sedgwick County, Colorado",05000US08115,08,115
28482,"Summit County, Colorado",05000US08117,08,117
23363,"Teller County, Colorado",05000US08119,08,119
4781,"Washington County, Colorado",05000US08121,08,121
265066,"Weld County, Colorado",05000US08123,08,123
10131,"Yuma County, Colorado",05000US08125,08,125
934215,"Fairfield County, Connecticut",05000US09001,09,001
897374,"Hartford County, Connecticut",05000US09003,09,003
187542,"Litchfield County, Connecticut",05000US09005,09,005
165534,"Middlesex County, Connecticut",05000US09007,09,007
863148,"New Haven County, Connecticut",05000US09009,09,009
274071,"New London County, Connecticut",05000US09011,09,011
152251,"Tolland County, Connecticut",05000US09013,09,013
117918,"Windham County, Connecticut",05000US09015,09,015
167477,"Kent County, Delaware",05000US10001,10,001
545846,"New Castle County, Delaware",05000US10003,10,003
203737,"Sussex County, Delaware",05000US10005,10,005
633736,"District of Columbia, District of Columbia",05000US11001,11,001
251759,"Alachua County, Florida",05000US12001,12,001
27057,"Baker County, Florida",05000US12003,12,003
172988,"Bay County, Florida",05000US12005,12,005
27552,"Bradford County, Florida",05000US12007,12,007
548891,"Brevard County, Florida",05000US12009,12,009
1815269,"Broward County, Florida",05000US12011,12,011
14657,"Calhoun County, Florida",05000US12013,12,013
163151,"Charlotte County, Florida",05000US12015,12,015
139771,"Citrus County, Florida",05000US12017,12,017
194868,"Clay County, Florida",05000US12019,12,019
334474,"Collier County, Florida",05000US12021,12,021
67662,"Columbia County, Florida",05000US12023,12,023
34785,"DeSoto County, Florida",05000US12027,12,027
16137,"Dixie County, Florida",05000US12029,12,029
880750,"Duval County, Florida",05000US12031,12,031
304099,"Escambia County, Florida",05000US12033,12,033
98843,"Flagler County, Florida",05000US12035,12,035
11636,"Franklin County, Florida",05000US12037,12,037
46865,"Gadsden County, Florida",05000US12039,12,039
16948,"Gilchrist County, Florida",05000US12041,12,041
13190,"Glades County, Florida",05000US12043,12,043
15781,"Gulf County, Florida",05000US12045,12,045
14466,"Hamilton County, Florida",05000US12047,12,047
27549,"Hardee County, Florida",05000US12049,12,049
38360,"Hendry County, Florida",05000US12051,12,051
173792,"Hernando County, Florida",05000US12053,12,053
98261,"Highlands County, Florida",05000US12055,12,055
1279668,"Hillsborough County, Florida",05000US12057,12,057
19741,"Holmes County, Florida",05000US12059,12,059
140918,"Indian River County, Florida",05000US12061,12,061
49105,"Jackson County, Florida",05000US12063,12,063
14335,"Jefferson County, Florida",05000US12065,12,065
8821,"Lafayette County, Florida",05000US12067,12,067
305010,"Lake County, Florida",05000US12069,12,069
647554,"Lee County, Florida",05000US12071,12,071
280882,"Leon County, Florida",05000US12073,12,073
40057,"Levy County, Florida",05000US12075,12,075
8302,"Liberty County, Florida",05000US12077,12,077
18901,"Madison County, Florida",05000US12079,12,079
335840,"Manatee County, Florida",05000US12081,12,081
334771,"Marion County, Florida",05000US12083,12,083
149658,"Martin County, Florida",05000US12085,12,085
2600861,"Miami-Dade County, Florida",05000US12086,12,086
75208,"Monroe County, Florida",05000US12087,12,087
74918,"Nassau County, Florida",05000US12089,12,089
188984,"Okaloosa County, Florida",05000US12091,12,091
39398,"Okeechobee County, Florida",05000US12093,12,093
1200241,"Orange County, Florida",05000US12095,12,095
289449,"Osceola County, Florida",05000US12097,12,097
1359074,"Palm Beach County, Florida",05000US12099,12,099
472745,"Pasco County, Florida",05000US12101,12,101
925030,"Pinellas County, Florida",05000US12103,12,103
617323,"Polk County, Florida",05000US12105,12,105
73191,"Putnam County, Florida",05000US12107,12,107
203402,"St. Johns County, Florida",05000US12109,12,109
283988,"St. Lucie County, Florida",05000US12111,12,111
158240,"Santa Rosa County, Florida",05000US12113,12,113
386944,"Sarasota County, Florida",05000US12115,12,115
432135,"Seminole County, Florida",05000US12117,12,117
103708,"Sumter County, Florida",05000US12119,12,119
43404,"Suwannee County, Florida",05000US12121,12,121
22690,"Taylor County, Florida",05000US12123,12,123
15258,"Union County, Florida",05000US12125,12,125
498981,"Volusia County, Florida",05000US12127,12,127
31015,"Wakulla County, Florida",05000US12129,12,129
57821,"Walton County, Florida",05000US12131,12,131
24660,"Washington County, Florida",05000US12133,12,133
18421,"Appling County, Georgia",05000US13001,13,001
8297,"Atkinson County, Georgia",05000US13003,13,003
11196,"Bacon County, Georgia",05000US13005,13,005
3342,"Baker County, Georgia",05000US13007,13,007
45854,"Baldwin County, Georgia",05000US13009,13,009
18317,"Banks County, Georgia",05000US13011,13,011
70873,"Barrow County, Georgia",05000US13013,13,013
100771,"Bartow County, Georgia",05000US13015,13,015
17547,"Ben Hill County, Georgia",05000US13017,13,017
19091,"Berrien County, Georgia",05000US13019,13,019
155237,"Bibb County, Georgia",05000US13021,13,021
12912,"Bleckley County, Georgia",05000US13023,13,023
18463,"Brantley County, Georgia",05000US13025,13,025
15766,"Brooks County, Georgia",05000US13027,13,027
32185,"Bryan County, Georgia",05000US13029,13,029
71940,"Bulloch County, Georgia",05000US13031,13,031
23136,"Burke County, Georgia",05000US13033,13,033
23469,"Butts County, Georgia",05000US13035,13,035
6549,"Calhoun County, Georgia",05000US13037,13,037
51193,"Camden County, Georgia",05000US13039,13,039
11056,"Candler County, Georgia",05000US13043,13,043
111872,"Carroll County, Georgia",05000US13045,13,045
64955,"Catoosa County, Georgia",05000US13047,13,047
13098,"Charlton County, Georgia",05000US13049,13,049
275303,"Chatham County, Georgia",05000US13051,13,051
11846,"Chattahoochee County, Georgia",05000US13053,13,053
25484,"Chattooga County, Georgia",05000US13055,13,055
221951,"Cherokee County, Georgia",05000US13057,13,057
119681,"Clarke County, Georgia",05000US13059,13,059
3110,"Clay County, Georgia",05000US13061,13,061
264221,"Clayton County, Georgia",05000US13063,13,063
6777,"Clinch County, Georgia",05000US13065,13,065
708920,"Cobb County, Georgia",05000US13067,13,067
42947,"Coffee County, Georgia",05000US13069,13,069
45987,"Colquitt County, Georgia",05000US13071,13,071
132362,"Columbia County, Georgia",05000US13073,13,073
17061,"Cook County, Georgia",05000US13075,13,075
131419,"Coweta County, Georgia",05000US13077,13,077
12536,"Crawford County, Georgia",05000US13079,13,079
23403,"Crisp County, Georgia",05000US13081,13,081
16533,"Dade County, Georgia",05000US13083,13,083
22500,"Dawson County, Georgia",05000US13085,13,085
27508,"Decatur County, Georgia",05000US13087,13,087
707185,"DeKalb County, Georgia",05000US13089,13,089
21365,"Dodge County, Georgia",05000US13091,13,091
14443,"Dooly County, Georgia",05000US13093,13,093
93890,"Dougherty County, Georgia",05000US13095,13,095
135037,"Douglas County, Georgia",05000US13097,13,097
10662,"Early County, Georgia",05000US13099,13,099
4018,"Echols County, Georgia",05000US13101,13,101
53673,"Effingham County, Georgia",05000US13103,13,103
19694,"Elbert County, Georgia",05000US13105,13,105
22731,"Emanuel County, Georgia",05000US13107,13,107
10868,"Evans County, Georgia",05000US13109,13,109
23632,"Fannin County, Georgia",05000US13111,13,111
107930,"Fayette County, Georgia",05000US13113,13,113
96146,"Floyd County, Georgia",05000US13115,13,115
189314,"Forsyth County, Georgia",05000US13117,13,117
22051,"Franklin County, Georgia",05000US13119,13,119
967100,"Fulton County, Georgia",05000US13121,13,121
28441,"Gilmer County, Georgia",05000US13123,13,123
3086,"Glascock County, Georgia",05000US13125,13,125
80937,"Glynn County, Georgia",05000US13127,13,127
55666,"Gordon County, Georgia",05000US13129,13,129
25239,"Grady County, Georgia",05000US13131,13,131
16190,"Greene County, Georgia",05000US13133,13,133
842091,"Gwinnett County, Georgia",05000US13135,13,135
43342,"Habersham County, Georgia",05000US13137,13,137
185318,"Hall County, Georgia",05000US13139,13,139
9043,"Hancock County, Georgia",05000US13141,13,141
28563,"Haralson County, Georgia",05000US13143,13,143
32539,"Harris County, Georgia",05000US13145,13,145
25406,"Hart County, Georgia",05000US13147,13,147
11674,"Heard County, Georgia",05000US13149,13,149
209069,"Henry County, Georgia",05000US13151,13,151
145622,"Houston County, Georgia",05000US13153,13,153
9482,"Irwin County, Georgia",05000US13155,13,155
60928,"Jackson County, Georgia",05000US13157,13,157
13647,"Jasper County, Georgia",05000US13159,13,159
15028,"Jeff Davis County, Georgia",05000US13161,13,161
16554,"Jefferson County, Georgia",05000US13163,13,163
8794,"Jenkins County, Georgia",05000US13165,13,165
9850,"Johnson County, Georgia",05000US13167,13,167
28783,"Jones County, Georgia",05000US13169,13,169
18128,"Lamar County, Georgia",05000US13171,13,171
10356,"Lanier County, Georgia",05000US13173,13,173
48028,"Laurens County, Georgia",05000US13175,13,175
28805,"Lee County, Georgia",05000US13177,13,177
64489,"Liberty County, Georgia",05000US13179,13,179
7800,"Lincoln County, Georgia",05000US13181,13,181
15967,"Long County, Georgia",05000US13183,13,183
112515,"Lowndes County, Georgia",05000US13185,13,185
30719,"Lumpkin County, Georgia",05000US13187,13,187
21563,"McDuffie County, Georgia",05000US13189,13,189
14172,"McIntosh County, Georgia",05000US13191,13,191
14232,"Macon County, Georgia",05000US13193,13,193
28142,"Madison County, Georgia",05000US13195,13,195
8751,"Marion County, Georgia",05000US13197,13,197
21434,"Meriwether County, Georgia",05000US13199,13,199
6017,"Miller County, Georgia",05000US13201,13,201
23175,"Mitchell County, Georgia",05000US13205,13,205
26788,"Monroe County, Georgia",05000US13207,13,207
9000,"Montgomery County, Georgia",05000US13209,13,209
17866,"Morgan County, Georgia",05000US13211,13,211
39416,"Murray County, Georgia",05000US13213,13,213
198247,"Muscogee County, Georgia",05000US13215,13,215
101503,"Newton County, Georgia",05000US13217,13,217
33769,"Oconee County, Georgia",05000US13219,13,219
14695,"Oglethorpe County, Georgia",05000US13221,13,221
145565,"Paulding County, Georgia",05000US13223,13,223
27337,"Peach County, Georgia",05000US13225,13,225
29550,"Pickens County, Georgia",05000US13227,13,227
18860,"Pierce County, Georgia",05000US13229,13,229
17821,"Pike County, Georgia",05000US13231,13,231
41250,"Polk County, Georgia",05000US13233,13,233
11693,"Pulaski County, Georgia",05000US13235,13,235
21226,"Putnam County, Georgia",05000US13237,13,237
2407,"Quitman County, Georgia",05000US13239,13,239
16267,"Rabun County, Georgia",05000US13241,13,241
7411,"Randolph County, Georgia",05000US13243,13,243
201244,"Richmond County, Georgia",05000US13245,13,245
86256,"Rockdale County, Georgia",05000US13247,13,247
5054,"Schley County, Georgia",05000US13249,13,249
14281,"Screven County, Georgia",05000US13251,13,251
8804,"Seminole County, Georgia",05000US13253,13,253
63946,"Spalding County, Georgia",05000US13255,13,255
25741,"Stephens County, Georgia",05000US13257,13,257
5900,"Stewart County, Georgia",05000US13259,13,259
31804,"Sumter County, Georgia",05000US13261,13,261
6594,"Talbot County, Georgia",05000US13263,13,263
1700,"Taliaferro County, Georgia",05000US13265,13,265
25356,"Tattnall County, Georgia",05000US13267,13,267
8505,"Taylor County, Georgia",05000US13269,13,269
16493,"Telfair County, Georgia",05000US13271,13,271
9304,"Terrell County, Georgia",05000US13273,13,273
44733,"Thomas County, Georgia",05000US13275,13,275
40721,"Tift County, Georgia",05000US13277,13,277
27272,"Toombs County, Georgia",05000US13279,13,279
10670,"Towns County, Georgia",05000US13281,13,281
6781,"Treutlen County, Georgia",05000US13283,13,283
68375,"Troup County, Georgia",05000US13285,13,285
8491,"Turner County, Georgia",05000US13287,13,287
8612,"Twiggs County, Georgia",05000US13289,13,289
21553,"Union County, Georgia",05000US13291,13,291
26681,"Upson County, Georgia",05000US13293,13,293
68445,"Walker County, Georgia",05000US13295,13,295
85378,"Walton County, Georgia",05000US13297,13,297
35915,"Ware County, Georgia",05000US13299,13,299
5626,"Warren County, Georgia",05000US13301,13,301
20861,"Washington County, Georgia",05000US13303,13,303
30170,"Wayne County, Georgia",05000US13305,13,305
2744,"Webster County, Georgia",05000US13307,13,307
7932,"Wheeler County, Georgia",05000US13309,13,309
27594,"White County, Georgia",05000US13311,13,311
103132,"Whitfield County, Georgia",05000US13313,13,313
9061,"Wilcox County, Georgia",05000US13315,13,315
10123,"Wilkes County, Georgia",05000US13317,13,317
9455,"Wilkinson County, Georgia",05000US13319,13,319
21365,"Worth County, Georgia",05000US13321,13,321
189382,"Hawaii County, Hawaii",05000US15001,15,001
975690,"Honolulu County, Hawaii",05000US15003,15,003
73,"Kalawao County, Hawaii",05000US15005,15,005
68745,"Kauai County, Hawaii",05000US15007,15,007
158814,"Maui County, Hawaii",05000US15009,15,009
409239,"Ada County, Idaho",05000US16001,16,001
3908,"Adams County, Idaho",05000US16003,16,003
83394,"Bannock County, Idaho",05000US16005,16,005
5941,"Bear Lake County, Idaho",05000US16007,16,007
9149,"Benewah County, Idaho",05000US16009,16,009
