B01003_001E,NAME,GEOID,state,county
24660,"Crawford County, Missouri",05000US29055,29,055
7618,"Dade County, Missouri",05000US29057,29,057
16564,"Dallas County, Missouri",05000US29059,29,059
8277,"Daviess County, Missouri",05000US29061,29,061
12782,"DeKalb County, Missouri",05000US29063,29,063
15612,"Dent County, Missouri",05000US29065,29,065
13516,"Douglas County, Missouri",05000US29067,29,067
31562,"Dunklin County, Missouri",05000US29069,29,069
101828,"Franklin County, Missouri",05000US29071,29,071
14948,"Gasconade County, Missouri",05000US29073,29,073
6785,"Gentry County, Missouri",05000US29075,29,075
283206,"Greene County, Missouri",05000US29077,29,077
10256,"Grundy County, Missouri",05000US29079,29,079
8722,"Harrison County, Missouri",05000US29081,29,081
22034,"Henry County, Missouri",05000US29083,29,083
9335,"Hickory County, Missouri",05000US29085,29,085
4615,"Holt County, Missouri",05000US29087,29,087
10182,"Howard County, Missouri",05000US29089,29,089
40326,"Howell County, Missouri",05000US29091,29,091
10322,"Iron County, Missouri",05000US29093,29,093
680905,"Jackson County, Missouri",05000US29095,29,095
117184,"Jasper County, Missouri",05000US29097,29,097
221577,"Jefferson County, Missouri",05000US29099,29,099
54155,"Johnson County, Missouri",05000US29101,29,101
4035,"Knox County, Missouri",05000US29103,29,103
35514,"Laclede County, Missouri",05000US29105,29,105
32916,"Lafayette County, Missouri",05000US29107,29,107
38244,"Lawrence County, Missouri",05000US29109,29,109
10172,"Lewis County, Missouri",05000US29111,29,111
53850,"Lincoln County, Missouri",05000US29113,29,113
12401,"Linn County, Missouri",05000US29115,29,115
15042,"Livingston County, Missouri",05000US29117,29,117
22763,"McDonald County, Missouri",05000US29119,29,119
15460,"Macon County, Missouri",05000US29121,29,121
12401,"Madison County, Missouri",05000US29123,29,123
9057,"Maries County, Missouri",05000US29125,29,125
28840,"Marion County, Missouri",05000US29127,29,127
3718,"Mercer County, Missouri",05000US29129,29,129
24956,"Miller County, Missouri",05000US29131,29,131
14208,"Mississippi County, Missouri",05000US29133,29,133
15801,"Moniteau County, Missouri",05000US29135,29,135
8680,"Monroe County, Missouri",05000US29137,29,137
11939,"Montgomery County, Missouri",05000US29139,29,139
20225,"Morgan County, Missouri",05000US29141,29,141
18411,"New Madrid County, Missouri",05000US29143,29,143
58777,"Newton County, Missouri",05000US29145,29,145
23186,"Nodaway County, Missouri",05000US29147,29,147
10979,"Oregon County, Missouri",05000US29149,29,149
13758,"Osage County, Missouri",05000US29151,29,151
9537,"Ozark County, Missouri",05000US29153,29,153
17837,"Pemiscot County, Missouri",05000US29155,29,155
19100,"Perry County, Missouri",05000US29157,29,157
42215,"Pettis County, Missouri",05000US29159,29,159
45029,"Phelps County, Missouri",05000US29161,29,161
18517,"Pike County, Missouri",05000US29163,29,163
93394,"Platte County, Missouri",05000US29165,29,165
31107,"Polk County, Missouri",05000US29167,29,167
53443,"Pulaski County, Missouri",05000US29169,29,169
4895,"Putnam County, Missouri",05000US29171,29,171
10243,"Ralls County, Missouri",05000US29173,29,173
25135,"Randolph County, Missouri",05000US29175,29,175
23031,"Ray County, Missouri",05000US29177,29,177
6578,"Reynolds County, Missouri",05000US29179,29,179
13990,"Ripley County, Missouri",05000US29181,29,181
374805,"St. Charles County, Missouri",05000US29183,29,183
9520,"St. Clair County, Missouri",05000US29185,29,185
17990,"Ste. Genevieve County, Missouri",05000US29186,29,186
66010,"St. Francois County, Missouri",05000US29187,29,187
1001327,"St. Louis County, Missouri",05000US29189,29,189
23334,"Saline County, Missouri",05000US29195,29,195
4395,"Schuyler County, Missouri",05000US29197,29,197
4873,"Scotland County, Missouri",05000US29199,29,199
39061,"Scott County, Missouri",05000US29201,29,201
8317,"Shannon County, Missouri",05000US29203,29,203
6179,"Shelby County, Missouri",05000US29205,29,205
29837,"Stoddard County, Missouri",05000US29207,29,207
31375,"Stone County, Missouri",05000US29209,29,209
6512,"Sullivan County, Missouri",05000US29211,29,211
53555,"Taney County, Missouri",05000US29213,29,213
25735,"Texas County, Missouri",05000US29215,29,215
20878,"Vernon County, Missouri",05000US29217,29,217
33043,"Warren County, Missouri",05000US29219,29,219
25048,"Washington County, Missouri",05000US29221,29,221
13397,"Wayne County, Missouri",05000US29223,29,223
36690,"Webster County, Missouri",05000US29225,29,225
2082,"Worth County, Missouri",05000US29227,29,227
18449,"Wright County, Missouri",05000US29229,29,229
317850,"St. Louis city, Missouri",05000US29510,29,510
31979,"Adams County, Mississippi",05000US28001,28,001
37319,"Alcorn County, Mississippi",05000US28003,28,003
12840,"Amite County, Mississippi",05000US28005,28,005
19175,"Attala County, Mississippi",05000US28007,28,007
8470,"Benton County, Mississippi",05000US28009,28,009
33803,"Bolivar County, Mississippi",05000US28011,28,011
14789,"Calhoun County, Mississippi",05000US28013,28,013
10338,"Carroll County, Mississippi",05000US28015,28,015
17391,"Chickasaw County, Mississippi",05000US28017,28,017
8354,"Choctaw County, Mississippi",05000US28019,28,019
9330,"Claiborne County, Mississippi",05000US28021,28,021
16362,"Clarke County, Mississippi",05000US28023,28,023
20279,"Clay County, Mississippi",05000US28025,28,025
25254,"Coahoma County, Mississippi",05000US28027,28,027
28921,"Copiah County, Mississippi",05000US28029,28,029
19471,"Covington County, Mississippi",05000US28031,28,031
168586,"DeSoto County, Mississippi",05000US28033,28,033
76267,"Forrest County, Mississippi",05000US28035,28,035
7857,"Franklin County, Mississippi",05000US28037,28,037
23104,"George County, Mississippi",05000US28039,28,039
14129,"Greene County, Mississippi",05000US28041,28,041
21591,"Grenada County, Mississippi",05000US28043,28,043
45627,"Hancock County, Mississippi",05000US28045,28,045
196268,"Harrison County, Mississippi",05000US28047,28,047
245874,"Hinds County, Mississippi",05000US28049,28,049
18772,"Holmes County, Mississippi",05000US28051,28,051
8984,"Humphreys County, Mississippi",05000US28053,28,053
1291,"Issaquena County, Mississippi",05000US28055,28,055
23451,"Itawamba County, Mississippi",05000US28057,28,057
140676,"Jackson County, Mississippi",05000US28059,28,059
16588,"Jasper County, Mississippi",05000US28061,28,061
7586,"Jefferson County, Mississippi",05000US28063,28,063
11941,"Jefferson Davis County, Mississippi",05000US28065,28,065
68276,"Jones County, Mississippi",05000US28067,28,067
10211,"Kemper County, Mississippi",05000US28069,28,069
51169,"Lafayette County, Mississippi",05000US28071,28,071
58885,"Lamar County, Mississippi",05000US28073,28,073
79832,"Lauderdale County, Mississippi",05000US28075,28,075
12586,"Lawrence County, Mississippi",05000US28077,28,077
23153,"Leake County, Mississippi",05000US28079,28,079
85036,"Lee County, Mississippi",05000US28081,28,081
31516,"Leflore County, Mississippi",05000US28083,28,083
34765,"Lincoln County, Mississippi",05000US28085,28,085
59699,"Lowndes County, Mississippi",05000US28087,28,087
100202,"Madison County, Mississippi",05000US28089,28,089
26109,"Marion County, Mississippi",05000US28091,28,091
36385,"Marshall County, Mississippi",05000US28093,28,093
36175,"Monroe County, Mississippi",05000US28095,28,095
10464,"Montgomery County, Mississippi",05000US28097,28,097
29553,"Neshoba County, Mississippi",05000US28099,28,099
21663,"Newton County, Mississippi",05000US28101,28,101
11143,"Noxubee County, Mississippi",05000US28103,28,103
49048,"Oktibbeha County, Mississippi",05000US28105,28,105
34373,"Panola County, Mississippi",05000US28107,28,107
55196,"Pearl River County, Mississippi",05000US28109,28,109
12187,"Perry County, Mississippi",05000US28111,28,111
40075,"Pike County, Mississippi",05000US28113,28,113
30517,"Pontotoc County, Mississippi",05000US28115,28,115
25380,"Prentiss County, Mississippi",05000US28117,28,117
7761,"Quitman County, Mississippi",05000US28119,28,119
146761,"Rankin County, Mississippi",05000US28121,28,121
28293,"Scott County, Mississippi",05000US28123,28,123
4805,"Sharkey County, Mississippi",05000US28125,28,125
27401,"Simpson County, Mississippi",05000US28127,28,127
16257,"Smith County, Mississippi",05000US28129,28,129
17978,"Stone County, Mississippi",05000US28131,28,131
27911,"Sunflower County, Mississippi",05000US28133,28,133
14959,"Tallahatchie County, Mississippi",05000US28135,28,135
28415,"Tate County, Mississippi",05000US28137,28,137
22054,"Tippah County, Mississippi",05000US28139,28,139
19539,"Tishomingo County, Mississippi",05000US28141,28,141
10477,"Tunica County, Mississippi",05000US28143,28,143
27811,"Union County, Mississippi",05000US28145,28,145
14978,"Walthall County, Mississippi",05000US28147,28,147
48020,"Warren County, Mississippi",05000US28149,28,149
49499,"Washington County, Mississippi",05000US28151,28,151
20564,"Wayne County, Mississippi",05000US28153,28,153
9999,"Webster County, Mississippi",05000US28155,28,155
9345,"Wilkinson County, Mississippi",05000US28157,28,157
18697,"Winston County, Mississippi",05000US28159,28,159
12381,"Yalobusha County, Mississippi",05000US28161,28,161
27911,"Yazoo County, Mississippi",05000US28163,28,163
9291,"Beaverhead County, Montana",05000US30001,30,001
13141,"Big Horn County, Montana",05000US30003,30,003
6598,"Blaine County, Montana",05000US30005,30,005
5692,"Broadwater County, Montana",05000US30007,30,007
10268,"Carbon County, Montana",05000US30009,30,009
1227,"Carter County, Montana",05000US30011,30,011
82090,"Cascade County, Montana",05000US30013,30,013
5855,"Chouteau County, Montana",05000US30015,30,015
11945,"Custer County, Montana",05000US30017,30,017
1758,"Daniels County, Montana",05000US30019,30,019
9365,"Dawson County, Montana",05000US30021,30,021
9211,"Deer Lodge County, Montana",05000US30023,30,023
3057,"Fallon County, Montana",05000US30025,30,025
11468,"Fergus County, Montana",05000US30027,30,027
93333,"Flathead County, Montana",05000US30029,30,029
95323,"Gallatin County, Montana",05000US30031,30,031
1047,"Garfield County, Montana",05000US30033,30,033
13672,"Glacier County, Montana",05000US30035,30,035
756,"Golden Valley County, Montana",05000US30037,30,037
3168,"Granite County, Montana",05000US30039,30,039
16523,"Hill County, Montana",05000US30041,30,041
11502,"Jefferson County, Montana",05000US30043,30,043
1997,"Judith Basin County, Montana",05000US30045,30,045
29157,"Lake County, Montana",05000US30047,30,047
65357,"Lewis and Clark County, Montana",05000US30049,30,049
2369,"Liberty County, Montana",05000US30051,30,051
19337,"Lincoln County, Montana",05000US30053,30,053
1728,"McCone County, Montana",05000US30055,30,055
7767,"Madison County, Montana",05000US30057,30,057
1898,"Meagher County, Montana",05000US30059,30,059
4238,"Mineral County, Montana",05000US30061,30,061
111966,"Missoula County, Montana",05000US30063,30,063
4790,"Musselshell County, Montana",05000US30065,30,065
15708,"Park County, Montana",05000US30067,30,067
443,"Petroleum County, Montana",05000US30069,30,069
4167,"Phillips County, Montana",05000US30071,30,071
6206,"Pondera County, Montana",05000US30073,30,073
1703,"Powder River County, Montana",05000US30075,30,075
6975,"Powell County, Montana",05000US30077,30,077
1372,"Prairie County, Montana",05000US30079,30,079
40823,"Ravalli County, Montana",05000US30081,30,081
11132,"Richland County, Montana",05000US30083,30,083
11072,"Roosevelt County, Montana",05000US30085,30,085
9352,"Rosebud County, Montana",05000US30087,30,087
11346,"Sanders County, Montana",05000US30089,30,089
3630,"Sheridan County, Montana",05000US30091,30,091
34549,"Silver Bow County, Montana",05000US30093,30,093
9288,"Stillwater County, Montana",05000US30095,30,095
3633,"Sweet Grass County, Montana",05000US30097,30,097
6074,"Teton County, Montana",05000US30099,30,099
5150,"Toole County, Montana",05000US30101,30,101
812,"Treasure County, Montana",05000US30103,30,103
7577,"Valley County, Montana",05000US30105,30,105
2115,"Wheatland County, Montana",05000US30107,30,107
986,"Wibaux County, Montana",05000US30109,30,109
153692,"Yellowstone County, Montana",05000US30111,30,111
155258,"Alamance County, North Carolina",05000US37001,37,001
37158,"Alexander County, North Carolina",05000US37003,37,003
10911,"Alleghany County, North Carolina",05000US37005,37,005
26135,"Anson County, North Carolina",05000US37007,37,007
27114,"Ashe County, North Carolina",05000US37009,37,009
17695,"Avery County, North Carolina",05000US37011,37,011
47561,"Beaufort County, North Carolina",05000US37013,37,013
20518,"Bertie County, North Carolina",05000US37015,37,015
34720,"Bladen County, North Carolina",05000US37017,37,017
115926,"Brunswick County, North Carolina",05000US37019,37,019
247336,"Buncombe County, North Carolina",05000US37021,37,021
89548,"Burke County, North Carolina",05000US37023,37,023
188375,"Cabarrus County, North Carolina",05000US37025,37,025
81758,"Caldwell County, North Carolina",05000US37027,37,027
10161,"Camden County, North Carolina",05000US37029,37,029
68228,"Carteret County, North Carolina",05000US37031,37,031
23174,"Caswell County, North Carolina",05000US37033,37,033
154610,"Catawba County, North Carolina",05000US37035,37,035
67431,"Chatham County, North Carolina",05000US37037,37,037
27092,"Cherokee County, North Carolina",05000US37039,37,039
14656,"Chowan County, North Carolina",05000US37041,37,041
10656,"Clay County, North Carolina",05000US37043,37,043
97178,"Cleveland County, North Carolina",05000US37045,37,045
57230,"Columbus County, North Carolina",05000US37047,37,047
104450,"Craven County, North Carolina",05000US37049,37,049
324603,"Cumberland County, North Carolina",05000US37051,37,051
24492,"Currituck County, North Carolina",05000US37053,37,053
34863,"Dare County, North Carolina",05000US37055,37,055
163867,"Davidson County, North Carolina",05000US37057,37,057
41447,"Davie County, North Carolina",05000US37059,37,059
59453,"Duplin County, North Carolina",05000US37061,37,061
288817,"Durham County, North Carolina",05000US37063,37,063
55280,"Edgecombe County, North Carolina",05000US37065,37,065
361684,"Forsyth County, North Carolina",05000US37067,37,067
62296,"Franklin County, North Carolina",05000US37069,37,069
209807,"Gaston County, North Carolina",05000US37071,37,071
11724,"Gates County, North Carolina",05000US37073,37,073
8700,"Graham County, North Carolina",05000US37075,37,075
58109,"Granville County, North Carolina",05000US37077,37,077
21328,"Greene County, North Carolina",05000US37079,37,079
506763,"Guilford County, North Carolina",05000US37081,37,081
53407,"Halifax County, North Carolina",05000US37083,37,083
124320,"Harnett County, North Carolina",05000US37085,37,085
59170,"Haywood County, North Carolina",05000US37087,37,087
109719,"Henderson County, North Carolina",05000US37089,37,089
24368,"Hertford County, North Carolina",05000US37091,37,091
51075,"Hoke County, North Carolina",05000US37093,37,093
5693,"Hyde County, North Carolina",05000US37095,37,095
165066,"Iredell County, North Carolina",05000US37097,37,097
40812,"Jackson County, North Carolina",05000US37099,37,099
178396,"Johnston County, North Carolina",05000US37101,37,101
10166,"Jones County, North Carolina",05000US37103,37,103
59418,"Lee County, North Carolina",05000US37105,37,105
58782,"Lenoir County, North Carolina",05000US37107,37,107
79578,"Lincoln County, North Carolina",05000US37109,37,109
44961,"McDowell County, North Carolina",05000US37111,37,111
33919,"Macon County, North Carolina",05000US37113,37,113
21027,"Madison County, North Carolina",05000US37115,37,115
23729,"Martin County, North Carolina",05000US37117,37,117
990288,"Mecklenburg County, North Carolina",05000US37119,37,119
15330,"Mitchell County, North Carolina",05000US37121,37,121
27601,"Montgomery County, North Carolina",05000US37123,37,123
91743,"Moore County, North Carolina",05000US37125,37,125
94722,"Nash County, North Carolina",05000US37127,37,127
213091,"New Hanover County, North Carolina",05000US37129,37,129
21011,"Northampton County, North Carolina",05000US37131,37,131
183753,"Onslow County, North Carolina",05000US37133,37,133
138644,"Orange County, North Carolina",05000US37135,37,135
12982,"Pamlico County, North Carolina",05000US37137,37,137
40018,"Pasquotank County, North Carolina",05000US37139,37,139
55166,"Pender County, North Carolina",05000US37141,37,141
13498,"Perquimans County, North Carolina",05000US37143,37,143
39262,"Person County, North Carolina",05000US37145,37,145
173798,"Pitt County, North Carolina",05000US37147,37,147
20327,"Polk County, North Carolina",05000US37149,37,149
142370,"Randolph County, North Carolina",05000US37151,37,151
46046,"Richmond County, North Carolina",05000US37153,37,153
134871,"Robeson County, North Carolina",05000US37155,37,155
92300,"Rockingham County, North Carolina",05000US37157,37,157
138361,"Rowan County, North Carolina",05000US37159,37,159
66865,"Rutherford County, North Carolina",05000US37161,37,161
63873,"Sampson County, North Carolina",05000US37163,37,163
35932,"Scotland County, North Carolina",05000US37165,37,165
60586,"Stanly County, North Carolina",05000US37167,37,167
46661,"Stokes County, North Carolina",05000US37169,37,169
73170,"Surry County, North Carolina",05000US37171,37,171
14163,"Swain County, North Carolina",05000US37173,37,173
32928,"Transylvania County, North Carolina",05000US37175,37,175
4152,"Tyrrell County, North Carolina",05000US37177,37,177
213422,"Union County, North Carolina",05000US37179,37,179
44829,"Vance County, North Carolina",05000US37181,37,181
976019,"Wake County, North Carolina",05000US37183,37,183
20468,"Warren County, North Carolina",05000US37185,37,185
12668,"Washington County, North Carolina",05000US37187,37,187
52240,"Watauga County, North Carolina",05000US37189,37,189
124355,"Wayne County, North Carolina",05000US37191,37,191
68946,"Wilkes County, North Carolina",05000US37193,37,193
81581,"Wilson County, North Carolina",05000US37195,37,195
37971,"Yadkin County, North Carolina",05000US37197,37,197
17604,"Yancey County, North Carolina",05000US37199,37,199
2341,"Adams County, North Dakota",05000US38001,38,001
11097,"Barnes County, North Dakota",05000US38003,38,003
6794,"Benson County, North Dakota",05000US38005,38,005
969,"Billings County, North Dakota",05000US38007,38,007
6634,"Bottineau County, North Dakota",05000US38009,38,009
3221,"Bowman County, North Dakota",05000US38011,38,011
2208,"Burke County, North Dakota",05000US38013,38,013
88223,"Burleigh County, North Dakota",05000US38015,38,015
162500,"Cass County, North Dakota",05000US38017,38,017
3890,"Cavalier County, North Dakota",05000US38019,38,019
5195,"Dickey County, North Dakota",05000US38021,38,021
2314,"Divide County, North Dakota",05000US38023,38,023
4195,"Dunn County, North Dakota",05000US38025,38,025
2370,"Eddy County, North Dakota",05000US38027,38,027
3463,"Emmons County, North Dakota",05000US38029,38,029
3366,"Foster County, North Dakota",05000US38031,38,031
1822,"Golden Valley County, North Dakota",05000US38033,38,033
68979,"Grand Forks County, North Dakota",05000US38035,38,035
2362,"Grant County, North Dakota",05000US38037,38,037
2329,"Griggs County, North Dakota",05000US38039,38,039
2621,"Hettinger County, North Dakota",05000US38041,38,041
2430,"Kidder County, North Dakota",05000US38043,38,043
4113,"LaMoure County, North Dakota",05000US38045,38,045
1945,"Logan County, North Dakota",05000US38047,38,047
5817,"McHenry County, North Dakota",05000US38049,38,049
2759,"McIntosh County, North Dakota",05000US38051,38,051
9615,"McKenzie County, North Dakota",05000US38053,38,053
9451,"McLean County, North Dakota",05000US38055,38,055
8633,"Mercer County, North Dakota",05000US38057,38,057
28985,"Morton County, North Dakota",05000US38059,38,059
9253,"Mountrail County, North Dakota",05000US38061,38,061
3048,"Nelson County, North Dakota",05000US38063,38,063
1819,"Oliver County, North Dakota",05000US38065,38,065
7206,"Pembina County, North Dakota",05000US38067,38,067
4395,"Pierce County, North Dakota",05000US38069,38,069
11566,"Ramsey County, North Dakota",05000US38071,38,071
5453,"Ransom County, North Dakota",05000US38073,38,073
2562,"Renville County, North Dakota",05000US38075,38,075
16317,"Richland County, North Dakota",05000US38077,38,077
14498,"Rolette County, North Dakota",05000US38079,38,079
3874,"Sargent County, North Dakota",05000US38081,38,081
1337,"Sheridan County, North Dakota",05000US38083,38,083
4380,"Sioux County, North Dakota",05000US38085,38,085
673,"Slope County, North Dakota",05000US38087,38,087
28628,"Stark County, North Dakota",05000US38089,38,089
1979,"Steele County, North Dakota",05000US38091,38,091
21076,"Stutsman County, North Dakota",05000US38093,38,093
2294,"Towner County, North Dakota",05000US38095,38,095
8077,"Traill County, North Dakota",05000US38097,38,097
11005,"Walsh County, North Dakota",05000US38099,38,099
67736,"Ward County, North Dakota",05000US38101,38,101
4204,"Wells County, North Dakota",05000US38103,38,103
29619,"Williams County, North Dakota",05000US38105,38,105
31442,"Adams County, Nebraska",05000US31001,31,001
6486,"Antelope County, Nebraska",05000US31003,31,003
448,"Arthur County, Nebraska",05000US31005,31,005
820,"Banner County, Nebraska",05000US31007,31,007
551,"Blaine County, Nebraska",05000US31009,31,009
5373,"Boone County, Nebraska",05000US31011,31,011
11310,"Box Butte County, Nebraska",05000US31013,31,013
2039,"Boyd County, Nebraska",05000US31015,31,015
3078,"Brown County, Nebraska",05000US31017,31,017
47958,"Buffalo County, Nebraska",05000US31019,31,019
6647,"Burt County, Nebraska",05000US31021,31,021
8256,"Butler County, Nebraska",05000US31023,31,023
25360,"Cass County, Nebraska",05000US31025,31,025
8675,"Cedar County, Nebraska",05000US31027,31,027
3897,"Chase County, Nebraska",05000US31029,31,029
5770,"Cherry County, Nebraska",05000US31031,31,031
10077,"Cheyenne County, Nebraska",05000US31033,31,033
6382,"Clay County, Nebraska",05000US31035,31,035
10522,"Colfax County, Nebraska",05000US31037,31,037
9078,"Cuming County, Nebraska",05000US31039,31,039
10802,"Custer County, Nebraska",05000US31041,31,041
20798,"Dakota County, Nebraska",05000US31043,31,043
9136,"Dawes County, Nebraska",05000US31045,31,045
24069,"Dawson County, Nebraska",05000US31047,31,047
1946,"Deuel County, Nebraska",05000US31049,31,049
5866,"Dixon County, Nebraska",05000US31051,31,051
36725,"Dodge County, Nebraska",05000US31053,31,053
537655,"Douglas County, Nebraska",05000US31055,31,055
2015,"Dundy County, Nebraska",05000US31057,31,057
5697,"Fillmore County, Nebraska",05000US31059,31,059
3105,"Franklin County, Nebraska",05000US31061,31,061
2573,"Frontier County, Nebraska",05000US31063,31,063
4887,"Furnas County, Nebraska",05000US31065,31,065
21818,"Gage County, Nebraska",05000US31067,31,067
1823,"Garden County, Nebraska",05000US31069,31,069
1933,"Garfield County, Nebraska",05000US31071,31,071
1976,"Gosper County, Nebraska",05000US31073,31,073
769,"Grant County, Nebraska",05000US31075,31,075
2476,"Greeley County, Nebraska",05000US31077,31,077
60792,"Hall County, Nebraska",05000US31079,31,079
9100,"Hamilton County, Nebraska",05000US31081,31,081
3458,"Harlan County, Nebraska",05000US31083,31,083
1084,"Hayes County, Nebraska",05000US31085,31,085
2879,"Hitchcock County, Nebraska",05000US31087,31,087
10398,"Holt County, Nebraska",05000US31089,31,089
681,"Hooker County, Nebraska",05000US31091,31,091
6347,"Howard County, Nebraska",05000US31093,31,093
7433,"Jefferson County, Nebraska",05000US31095,31,095
5167,"Johnson County, Nebraska",05000US31097,31,097
6549,"Kearney County, Nebraska",05000US31099,31,099
8146,"Keith County, Nebraska",05000US31101,31,101
711,"Keya Paha County, Nebraska",05000US31103,31,103
3720,"Kimball County, Nebraska",05000US31105,31,105
8556,"Knox County, Nebraska",05000US31107,31,107
298080,"Lancaster County, Nebraska",05000US31109,31,109
35896,"Lincoln County, Nebraska",05000US31111,31,111
851,"Logan County, Nebraska",05000US31113,31,113
548,"Loup County, Nebraska",05000US31115,31,115
433,"McPherson County, Nebraska",05000US31117,31,117
35111,"Madison County, Nebraska",05000US31119,31,119
7776,"Merrick County, Nebraska",05000US31121,31,121
4874,"Morrill County, Nebraska",05000US31123,31,123
3639,"Nance County, Nebraska",05000US31125,31,125
7168,"Nemaha County, Nebraska",05000US31127,31,127
4391,"Nuckolls County, Nebraska",05000US31129,31,129
15842,"Otoe County, Nebraska",05000US31131,31,131
2726,"Pawnee County, Nebraska",05000US31133,31,133
2924,"Perkins County, Nebraska",05000US31135,31,135
9216,"Phelps County, Nebraska",05000US31137,31,137
7184,"Pierce County, Nebraska",05000US31139,31,139
32642,"Platte County, Nebraska",05000US31141,31,141
5271,"Polk County, Nebraska",05000US31143,31,143
10946,"Red Willow County, Nebraska",05000US31145,31,145
8201,"Richardson County, Nebraska",05000US31147,31,147
1401,"Rock County, Nebraska",05000US31149,31,149
14360,"Saline County, Nebraska",05000US31151,31,151
169192,"Sarpy County, Nebraska",05000US31153,31,153
20913,"Saunders County, Nebraska",05000US31155,31,155
36684,"Scotts Bluff County, Nebraska",05000US31157,31,157
16998,"Seward County, Nebraska",05000US31159,31,159
5294,"Sheridan County, Nebraska",05000US31161,31,161
3107,"Sherman County, Nebraska",05000US31163,31,163
1249,"Sioux County, Nebraska",05000US31165,31,165
6081,"Stanton County, Nebraska",05000US31167,31,167
5182,"Thayer County, Nebraska",05000US31169,31,169
675,"Thomas County, Nebraska",05000US31171,31,171
6946,"Thurston County, Nebraska",05000US31173,31,173
4254,"Valley County, Nebraska",05000US31175,31,175
20257,"Washington County, Nebraska",05000US31177,31,177
9425,"Wayne County, Nebraska",05000US31179,31,179
3697,"Webster County, Nebraska",05000US31181,31,181
847,"Wheeler County, Nebraska",05000US31183,31,183
13825,"York County, Nebraska",05000US31185,31,185
60399,"Belknap County, New Hampshire",05000US33001,33,001
47513,"Carroll County, New Hampshire",05000US33003,33,003
76430,"Cheshire County, New Hampshire",05000US33005,33,005
31870,"Coos County, New Hampshire",05000US33007,33,007
89341,"Grafton County, New Hampshire",05000US33009,33,009
403972,"Hillsborough County, New Hampshire",05000US33011,33,011
147262,"Merrimack County, New Hampshire",05000US33013,33,013
299006,"Rockingham County, New Hampshire",05000US33015,33,015
125273,"Strafford County, New Hampshire",05000US33017,33,017
43135,"Sullivan County, New Hampshire",05000US33019,33,019
275376,"Atlantic County, New Jersey",05000US34001,34,001
926330,"Bergen County, New Jersey",05000US34003,34,003
450556,"Burlington County, New Jersey",05000US34005,34,005
511998,"Camden County, New Jersey",05000US34007,34,007
95805,"Cape May County, New Jersey",05000US34009,34,009
157035,"Cumberland County, New Jersey",05000US34011,34,011
791609,"Essex County, New Jersey",05000US34013,34,013
290298,"Gloucester County, New Jersey",05000US34015,34,015
662619,"Hudson County, New Jersey",05000US34017,34,017
126250,"Hunterdon County, New Jersey",05000US34019,34,019
370212,"Mercer County, New Jersey",05000US34021,34,021
830300,"Middlesex County, New Jersey",05000US34023,34,023
629185,"Monmouth County, New Jersey",05000US34025,34,025
498192,"Morris County, New Jersey",05000US34027,34,027
583450,"Ocean County, New Jersey",05000US34029,34,029
507574,"Passaic County, New Jersey",05000US34031,34,031
65120,"Salem County, New Jersey",05000US34033,34,033
330604,"Somerset County, New Jersey",05000US34035,34,035
145930,"Sussex County, New Jersey",05000US34037,34,037
548744,"Union County, New Jersey",05000US34039,34,039
107226,"Warren County, New Jersey",05000US34041,34,041
673943,"Bernalillo County, New Mexico",05000US35001,35,001
3583,"Catron County, New Mexico",05000US35003,35,003
65811,"Chaves County, New Mexico",05000US35005,35,005
27382,"Cibola County, New Mexico",05000US35006,35,006
12997,"Colfax County, New Mexico",05000US35007,35,007
50497,"Curry County, New Mexico",05000US35009,35,009
2020,"De Baca County, New Mexico",05000US35011,35,011
213963,"Doña Ana County, New Mexico",05000US35013,35,013
55641,"Eddy County, New Mexico",05000US35015,35,015
29119,"Grant County, New Mexico",05000US35017,35,017
4526,"Guadalupe County, New Mexico",05000US35019,35,019
565,"Harding County, New Mexico",05000US35021,35,021
4643,"Hidalgo County, New Mexico",05000US35023,35,023
68149,"Lea County, New Mexico",05000US35025,35,025
19931,"Lincoln County, New Mexico",05000US35027,35,027
17939,"Los Alamos County, New Mexico",05000US35028,35,028
24789,"Luna County, New Mexico",05000US35029,35,029
73998,"McKinley County, New Mexico",05000US35031,35,031
4660,"Mora County, New Mexico",05000US35033,35,033
65318,"Otero County, New Mexico",05000US35035,35,035
8698,"Quay County, New Mexico",05000US35037,35,037
39949,"Rio Arriba County, New Mexico",05000US35039,35,039
19908,"Roosevelt County, New Mexico",05000US35041,35,041
136638,"Sandoval County, New Mexico",05000US35043,35,043
125133,"San Juan County, New Mexico",05000US35045,35,045
28668,"San Miguel County, New Mexico",05000US35047,35,047
147108,"Santa Fe County, New Mexico",05000US35049,35,049
11615,"Sierra County, New Mexico",05000US35051,35,051
17494,"Socorro County, New Mexico",05000US35053,35,053
32943,"Taos County, New Mexico",05000US35055,35,055
15853,"Torrance County, New Mexico",05000US35057,35,057
4339,"Union County, New Mexico",05000US35059,35,059
76297,"Valencia County, New Mexico",05000US35061,35,061
24252,"Churchill County, Nevada",05000US32001,32,001
2035572,"Clark County, Nevada",05000US32003,32,003
47259,"Douglas County, Nevada",05000US32005,32,005
51562,"Elko County, Nevada",05000US32007,32,007
1141,"Esmeralda County, Nevada",05000US32009,32,009
1669,"Eureka County, Nevada",05000US32011,32,011
17067,"Humboldt County, Nevada",05000US32013,32,013
5946,"Lander County, Nevada",05000US32015,32,015
