B01003_001E,NAME,GEOID,state,place
3746,"Lyons city, Kansas",16000US2043525,20,43525
1428,"McConnell AFB CDP, Kansas",16000US2043675,20,43675
239,"McCracken city, Kansas",16000US2043700,20,43700
504,"McCune city, Kansas",16000US2043725,20,43725
139,"McDonald city, Kansas",16000US2043750,20,43750
326,"McFarland city, Kansas",16000US2043775,20,43775
529,"Macksville city, Kansas",16000US2043850,20,43850
1204,"McLouth city, Kansas",16000US2043900,20,43900
13205,"McPherson city, Kansas",16000US2043950,20,43950
859,"Madison city, Kansas",16000US2044050,20,44050
45,"Mahaska city, Kansas",16000US2044150,20,44150
3984,"Maize city, Kansas",16000US2044200,20,44200
122,"Manchester city, Kansas",16000US2044225,20,44225
55112,"Manhattan city, Kansas",16000US2044250,20,44250
830,"Mankato city, Kansas",16000US2044300,20,44300
192,"Manter city, Kansas",16000US2044375,20,44375
684,"Maple Hill city, Kansas",16000US2044500,20,44500
115,"Mapleton city, Kansas",16000US2044550,20,44550
33,"Marienthal CDP, Kansas",16000US2044600,20,44600
1943,"Marion city, Kansas",16000US2044750,20,44750
613,"Marquette city, Kansas",16000US2044925,20,44925
3301,"Marysville city, Kansas",16000US2045050,20,45050
44,"Matfield Green city, Kansas",16000US2045150,20,45150
471,"Mayetta city, Kansas",16000US2045250,20,45250
82,"Mayfield city, Kansas",16000US2045275,20,45275
1604,"Meade city, Kansas",16000US2045325,20,45325
2132,"Medicine Lodge city, Kansas",16000US2045500,20,45500
456,"Melvern city, Kansas",16000US2045700,20,45700
40,"Menlo city, Kansas",16000US2045750,20,45750
940,"Meriden city, Kansas",16000US2045950,20,45950
11191,"Merriam city, Kansas",16000US2046000,20,46000
69,"Milan city, Kansas",16000US2046450,20,46450
35,"Mildred city, Kansas",16000US2046500,20,46500
519,"Milford city, Kansas",16000US2046525,20,46525
43,"Milton CDP, Kansas",16000US2046925,20,46925
490,"Miltonvale city, Kansas",16000US2046950,20,46950
2160,"Minneapolis city, Kansas",16000US2047075,20,47075
706,"Minneola city, Kansas",16000US2047150,20,47150
9451,"Mission city, Kansas",16000US2047225,20,47225
3555,"Mission Hills city, Kansas",16000US2047350,20,47350
166,"Mission Woods city, Kansas",16000US2047425,20,47425
283,"Moline city, Kansas",16000US2047600,20,47600
969,"Montezuma city, Kansas",16000US2047875,20,47875
503,"Moran city, Kansas",16000US2048125,20,48125
213,"Morganville city, Kansas",16000US2048225,20,48225
110,"Morland city, Kansas",16000US2048275,20,48275
321,"Morrill city, Kansas",16000US2048300,20,48300
155,"Morrowville city, Kansas",16000US2048450,20,48450
359,"Moscow city, Kansas",16000US2048600,20,48600
870,"Mound City city, Kansas",16000US2048750,20,48750
1782,"Moundridge city, Kansas",16000US2048800,20,48800
452,"Mound Valley city, Kansas",16000US2048825,20,48825
790,"Mount Hope city, Kansas",16000US2048900,20,48900
547,"Mulberry city, Kansas",16000US2049025,20,49025
247,"Mullinville city, Kansas",16000US2049075,20,49075
6000,"Mulvane city, Kansas",16000US2049100,20,49100
148,"Munden city, Kansas",16000US2049150,20,49150
176,"Munjor CDP, Kansas",16000US2049200,20,49200
147,"Muscotah city, Kansas",16000US2049325,20,49325
94,"Narka city, Kansas",16000US2049350,20,49350
77,"Nashville city, Kansas",16000US2049400,20,49400
304,"Natoma city, Kansas",16000US2049425,20,49425
2229,"Neodesha city, Kansas",16000US2049650,20,49650
153,"Neosho Falls city, Kansas",16000US2049825,20,49825
229,"Neosho Rapids city, Kansas",16000US2049875,20,49875
1509,"Ness City city, Kansas",16000US2049925,20,49925
163,"Netawaka city, Kansas",16000US2049950,20,49950
31,"New Albany city, Kansas",16000US2050150,20,50150
140,"New Cambria city, Kansas",16000US2050300,20,50300
427,"New Strawn city, Kansas",16000US2050450,20,50450
19144,"Newton city, Kansas",16000US2050475,20,50475
1174,"Nickerson city, Kansas",16000US2050525,20,50525
113,"Niotaze city, Kansas",16000US2050750,20,50750
172,"Norcatur city, Kansas",16000US2050925,20,50925
1926,"North Newton city, Kansas",16000US2051225,20,51225
2878,"Norton city, Kansas",16000US2051500,20,51500
566,"Nortonville city, Kansas",16000US2051525,20,51525
421,"Norwich city, Kansas",16000US2051600,20,51600
15,"Oak Hill city, Kansas",16000US2051700,20,51700
2838,"Oaklawn-Sunview CDP, Kansas",16000US2051810,20,51810
1939,"Oakley city, Kansas",16000US2051825,20,51825
1877,"Oberlin city, Kansas",16000US2052000,20,52000
77,"Odin CDP, Kansas",16000US2052175,20,52175
250,"Offerle city, Kansas",16000US2052200,20,52200
1987,"Ogden city, Kansas",16000US2052275,20,52275
56,"Oketo city, Kansas",16000US2052525,20,52525
129913,"Olathe city, Kansas",16000US2052575,20,52575
85,"Olivet city, Kansas",16000US2052700,20,52700
140,"Olmitz city, Kansas",16000US2052750,20,52750
576,"Olpe city, Kansas",16000US2052800,20,52800
205,"Olsburg city, Kansas",16000US2052825,20,52825
764,"Onaga city, Kansas",16000US2052875,20,52875
55,"Oneida city, Kansas",16000US2052900,20,52900
2910,"Osage City city, Kansas",16000US2053200,20,53200
4403,"Osawatomie city, Kansas",16000US2053225,20,53225
1403,"Osborne city, Kansas",16000US2053325,20,53325
1292,"Oskaloosa city, Kansas",16000US2053375,20,53375
2018,"Oswego city, Kansas",16000US2053450,20,53450
333,"Otis city, Kansas",16000US2053525,20,53525
12548,"Ottawa city, Kansas",16000US2053550,20,53550
1056,"Overbrook city, Kansas",16000US2053725,20,53725
178945,"Overland Park city, Kansas",16000US2053775,20,53775
1178,"Oxford city, Kansas",16000US2053850,20,53850
743,"Ozawkie city, Kansas",16000US2053925,20,53925
159,"Palco city, Kansas",16000US2054125,20,54125
158,"Palmer city, Kansas",16000US2054200,20,54200
5589,"Paola city, Kansas",16000US2054250,20,54250
30,"Paradise city, Kansas",16000US2054325,20,54325
98,"Park city, Kansas",16000US2054400,20,54400
7194,"Park City city, Kansas",16000US2054450,20,54450
307,"Parker city, Kansas",16000US2054500,20,54500
352,"Parkerfield city, Kansas",16000US2054560,20,54560
70,"Parkerville city, Kansas",16000US2054575,20,54575
10307,"Parsons city, Kansas",16000US2054675,20,54675
300,"Partridge city, Kansas",16000US2054700,20,54700
213,"Pawnee Rock city, Kansas",16000US2054875,20,54875
239,"Paxico city, Kansas",16000US2054950,20,54950
1185,"Peabody city, Kansas",16000US2055100,20,55100
11,"Penalosa city, Kansas",16000US2055225,20,55225
961,"Perry city, Kansas",16000US2055450,20,55450
144,"Peru city, Kansas",16000US2055525,20,55525
2556,"Phillipsburg city, Kansas",16000US2055675,20,55675
152,"Piqua CDP, Kansas",16000US2056000,20,56000
20336,"Pittsburg city, Kansas",16000US2056025,20,56025
1184,"Plains city, Kansas",16000US2056100,20,56100
1776,"Plainville city, Kansas",16000US2056150,20,56150
1213,"Pleasanton city, Kansas",16000US2056450,20,56450
88,"Plevna city, Kansas",16000US2056725,20,56725
761,"Pomona city, Kansas",16000US2057000,20,57000
94,"Portis city, Kansas",16000US2057100,20,57100
534,"Potwin city, Kansas",16000US2057300,20,57300
105,"Powhattan city, Kansas",16000US2057350,20,57350
167,"Prairie View city, Kansas",16000US2057525,20,57525
21730,"Prairie Village city, Kansas",16000US2057575,20,57575
6889,"Pratt city, Kansas",16000US2057625,20,57625
217,"Prescott city, Kansas",16000US2057650,20,57650
159,"Preston city, Kansas",16000US2057675,20,57675
821,"Pretty Prairie city, Kansas",16000US2057700,20,57700
289,"Princeton city, Kansas",16000US2057725,20,57725
521,"Protection city, Kansas",16000US2057850,20,57850
488,"Quenemo city, Kansas",16000US2058100,20,58100
1026,"Quinter city, Kansas",16000US2058250,20,58250
46,"Radium city, Kansas",16000US2058300,20,58300
113,"Ramona city, Kansas",16000US2058375,20,58375
80,"Randall city, Kansas",16000US2058450,20,58450
170,"Randolph city, Kansas",16000US2058475,20,58475
278,"Ransom city, Kansas",16000US2058500,20,58500
125,"Rantoul city, Kansas",16000US2058525,20,58525
59,"Raymond city, Kansas",16000US2058550,20,58550
279,"Reading city, Kansas",16000US2058600,20,58600
96,"Redfield city, Kansas",16000US2058725,20,58725
111,"Republic city, Kansas",16000US2059000,20,59000
58,"Reserve city, Kansas",16000US2059050,20,59050
313,"Rexford city, Kansas",16000US2059125,20,59125
44,"Richfield city, Kansas",16000US2059200,20,59200
535,"Richmond city, Kansas",16000US2059675,20,59675
1002,"Riley city, Kansas",16000US2059875,20,59875
1124,"Riverton CDP, Kansas",16000US2060200,20,60200
257,"Robinson city, Kansas",16000US2060325,20,60325
6799,"Roeland Park city, Kansas",16000US2060825,20,60825
357,"Rolla city, Kansas",16000US2060900,20,60900
93,"Rosalia CDP, Kansas",16000US2061100,20,61100
4009,"Rose Hill city, Kansas",16000US2061250,20,61250
89,"Roseland city, Kansas",16000US2061275,20,61275
1015,"Rossville city, Kansas",16000US2061400,20,61400
55,"Roxbury CDP, Kansas",16000US2061550,20,61550
226,"Rozel city, Kansas",16000US2061600,20,61600
148,"Rush Center city, Kansas",16000US2061775,20,61775
4513,"Russell city, Kansas",16000US2061825,20,61825
22,"Russell Springs city, Kansas",16000US2061875,20,61875
2562,"Sabetha city, Kansas",16000US2062025,20,62025
1257,"St. Francis city, Kansas",16000US2062175,20,62175
845,"St. George city, Kansas",16000US2062200,20,62200
1325,"St. John city, Kansas",16000US2062275,20,62275
2808,"St. Marys city, Kansas",16000US2062400,20,62400
758,"St. Paul city, Kansas",16000US2062500,20,62500
47894,"Salina city, Kansas",16000US2062700,20,62700
1103,"Satanta city, Kansas",16000US2063150,20,63150
120,"Savonburg city, Kansas",16000US2063200,20,63200
84,"Sawyer city, Kansas",16000US2063275,20,63275
390,"Scammon city, Kansas",16000US2063325,20,63325
437,"Scandia city, Kansas",16000US2063350,20,63350
190,"Schoenchen city, Kansas",16000US2063425,20,63425
3631,"Scott City city, Kansas",16000US2063600,20,63600
14,"Scottsville city, Kansas",16000US2063650,20,63650
752,"Scranton city, Kansas",16000US2063675,20,63675
1247,"Sedan city, Kansas",16000US2063750,20,63750
1925,"Sedgwick city, Kansas",16000US2063800,20,63800
327,"Selden city, Kansas",16000US2063875,20,63875
1819,"Seneca city, Kansas",16000US2063950,20,63950
75,"Severance city, Kansas",16000US2064025,20,64025
293,"Severy city, Kansas",16000US2064050,20,64050
55,"Seward city, Kansas",16000US2064100,20,64100
161,"Sharon city, Kansas",16000US2064325,20,64325
697,"Sharon Springs city, Kansas",16000US2064375,20,64375
63597,"Shawnee city, Kansas",16000US2064500,20,64500
1692,"Silver Lake city, Kansas",16000US2065600,20,65600
50,"Simpson city, Kansas",16000US2065650,20,65650
1634,"Smith Center city, Kansas",16000US2065925,20,65925
238,"Smolan city, Kansas",16000US2066100,20,66100
105,"Soldier city, Kansas",16000US2066175,20,66175
1177,"Solomon city, Kansas",16000US2066275,20,66275
288,"South Haven city, Kansas",16000US2066650,20,66650
2267,"South Hutchinson city, Kansas",16000US2066750,20,66750
829,"Spearville city, Kansas",16000US2067125,20,67125
75,"Speed city, Kansas",16000US2067175,20,67175
59,"Spivey city, Kansas",16000US2067250,20,67250
5618,"Spring Hill city, Kansas",16000US2067625,20,67625
1092,"Stafford city, Kansas",16000US2067775,20,67775
70,"Stark city, Kansas",16000US2068025,20,68025
2333,"Sterling city, Kansas",16000US2068200,20,68200
1311,"Stockton city, Kansas",16000US2068350,20,68350
485,"Strong City city, Kansas",16000US2068650,20,68650
1603,"Sublette city, Kansas",16000US2068775,20,68775
146,"Summerfield city, Kansas",16000US2068950,20,68950
64,"Sun City city, Kansas",16000US2069275,20,69275
39,"Susank city, Kansas",16000US2069525,20,69525
295,"Sylvan Grove city, Kansas",16000US2069775,20,69775
288,"Sylvia city, Kansas",16000US2069800,20,69800
1712,"Syracuse city, Kansas",16000US2069850,20,69850
119,"Talmage CDP, Kansas",16000US2069925,20,69925
105,"Tampa city, Kansas",16000US2070000,20,70000
285,"Tescott city, Kansas",16000US2070250,20,70250
549,"Thayer city, Kansas",16000US2070300,20,70300
60,"Timken city, Kansas",16000US2070625,20,70625
214,"Tipton city, Kansas",16000US2070675,20,70675
4802,"Tonganoxie city, Kansas",16000US2070800,20,70800
127660,"Topeka city, Kansas",16000US2071000,20,71000
315,"Toronto city, Kansas",16000US2071050,20,71050
1666,"Towanda city, Kansas",16000US2071125,20,71125
688,"Tribune city, Kansas",16000US2071450,20,71450
1037,"Troy city, Kansas",16000US2071575,20,71575
301,"Turon city, Kansas",16000US2071800,20,71800
254,"Tyro city, Kansas",16000US2071925,20,71925
803,"Udall city, Kansas",16000US2071950,20,71950
6010,"Ulysses city, Kansas",16000US2071975,20,71975
439,"Uniontown city, Kansas",16000US2072525,20,72525
132,"Utica city, Kansas",16000US2072650,20,72650
6449,"Valley Center city, Kansas",16000US2073250,20,73250
1149,"Valley Falls city, Kansas",16000US2073300,20,73300
723,"Vassar CDP, Kansas",16000US2073450,20,73450
95,"Vermillion city, Kansas",16000US2073525,20,73525
1129,"Victoria city, Kansas",16000US2073775,20,73775
41,"Vining city, Kansas",16000US2073950,20,73950
166,"Viola city, Kansas",16000US2074025,20,74025
30,"Virgil city, Kansas",16000US2074075,20,74075
398,"Wakarusa CDP, Kansas",16000US2074425,20,74425
1896,"WaKeeney city, Kansas",16000US2074450,20,74450
1034,"Wakefield city, Kansas",16000US2074525,20,74525
53,"Waldo city, Kansas",16000US2074575,20,74575
9,"Waldron city, Kansas",16000US2074625,20,74625
50,"Wallace city, Kansas",16000US2074750,20,74750
307,"Walnut city, Kansas",16000US2074950,20,74950
210,"Walton city, Kansas",16000US2075200,20,75200
4401,"Wamego city, Kansas",16000US2075325,20,75325
1258,"Washington city, Kansas",16000US2075825,20,75825
682,"Waterville city, Kansas",16000US2075950,20,75950
1281,"Wathena city, Kansas",16000US2076000,20,76000
587,"Waverly city, Kansas",16000US2076050,20,76050
27,"Webber city, Kansas",16000US2076250,20,76250
585,"Weir city, Kansas",16000US2076350,20,76350
76,"Welda CDP, Kansas",16000US2076425,20,76425
8028,"Wellington city, Kansas",16000US2076475,20,76475
1786,"Wellsville city, Kansas",16000US2076625,20,76625
171,"Weskan CDP, Kansas",16000US2076675,20,76675
215,"West Mineral city, Kansas",16000US2077150,20,77150
818,"Westmoreland city, Kansas",16000US2077200,20,77200
230,"Westphalia city, Kansas",16000US2077250,20,77250
1699,"Westwood city, Kansas",16000US2077500,20,77500
401,"Westwood Hills city, Kansas",16000US2077525,20,77525
355,"Wetmore city, Kansas",16000US2077550,20,77550
196,"Wheaton city, Kansas",16000US2077700,20,77700
590,"White City city, Kansas",16000US2077825,20,77825
235,"White Cloud city, Kansas",16000US2077850,20,77850
728,"Whitewater city, Kansas",16000US2078050,20,78050
192,"Whiting city, Kansas",16000US2078100,20,78100
385518,"Wichita city, Kansas",16000US2079000,20,79000
96,"Willard city, Kansas",16000US2079250,20,79250
314,"Williamsburg city, Kansas",16000US2079300,20,79300
24,"Willis city, Kansas",16000US2079400,20,79400
105,"Willowbrook city, Kansas",16000US2079425,20,79425
19,"Wilmore city, Kansas",16000US2079550,20,79550
309,"Wilroads Gardens CDP, Kansas",16000US2079625,20,79625
177,"Wilsey city, Kansas",16000US2079650,20,79650
758,"Wilson city, Kansas",16000US2079675,20,79675
527,"Winchester city, Kansas",16000US2079800,20,79800
147,"Windom city, Kansas",16000US2079850,20,79850
12324,"Winfield city, Kansas",16000US2079950,20,79950
178,"Winona city, Kansas",16000US2080075,20,80075
208,"Woodbine city, Kansas",16000US2080350,20,80350
158,"Woodston city, Kansas",16000US2080450,20,80450
117,"Wright CDP, Kansas",16000US2080500,20,80500
1285,"Yates Center city, Kansas",16000US2080700,20,80700
269,"Yoder CDP, Kansas",16000US2080750,20,80750
103,"Zenda city, Kansas",16000US2080925,20,80925
102,"Zurich city, Kansas",16000US2081025,20,81025
1150,"Adairville city, Kentucky",16000US2100298,21,00298
324,"Ages CDP, Kentucky",16000US2100514,21,00514
1743,"Albany city, Kentucky",16000US2100694,21,00694
8654,"Alexandria city, Kentucky",16000US2100802,21,00802
180,"Allen city, Kentucky",16000US2100946,21,00946
143,"Allensville city, Kentucky",16000US2101000,21,01000
2154,"Anchorage city, Kentucky",16000US2101504,21,01504
766,"Annville CDP, Kentucky",16000US2101648,21,01648
74,"Anthoston CDP, Kentucky",16000US2101720,21,01720
508,"Arjay CDP, Kentucky",16000US2101972,21,01972
383,"Arlington city, Kentucky",16000US2102044,21,02044
610,"Artemus CDP, Kentucky",16000US2102188,21,02188
21551,"Ashland city, Kentucky",16000US2102368,21,02368
1556,"Auburn city, Kentucky",16000US2102638,21,02638
1348,"Audubon Park city, Kentucky",16000US2102656,21,02656
1183,"Augusta city, Kentucky",16000US2102674,21,02674
366,"Auxier CDP, Kentucky",16000US2102764,21,02764
470,"Bancroft city, Kentucky",16000US2103376,21,03376
106,"Bandana CDP, Kentucky",16000US2103412,21,03412
1375,"Barbourmeade city, Kentucky",16000US2103556,21,03556
3176,"Barbourville city, Kentucky",16000US2103574,21,03574
12833,"Bardstown city, Kentucky",16000US2103628,21,03628
783,"Bardwell city, Kentucky",16000US2103664,21,03664
805,"Barlow city, Kentucky",16000US2103718,21,03718
1806,"Beattyville city, Kentucky",16000US2104546,21,04546
3532,"Beaver Dam city, Kentucky",16000US2104654,21,04654
687,"Bedford city, Kentucky",16000US2104816,21,04816
448,"Beech Grove CDP, Kentucky",16000US2104978,21,04978
911,"Beechmont CDP, Kentucky",16000US2105014,21,05014
1321,"Beechwood Village city, Kentucky",16000US2105068,21,05068
148,"Belfry CDP, Kentucky",16000US2105266,21,05266
747,"Bellefonte city, Kentucky",16000US2105374,21,05374
818,"Bellemeade city, Kentucky",16000US2105392,21,05392
617,"Belleview CDP, Kentucky",16000US2105428,21,05428
5933,"Bellevue city, Kentucky",16000US2105446,21,05446
362,"Bellewood city, Kentucky",16000US2105464,21,05464
533,"Benham city, Kentucky",16000US2105662,21,05662
4380,"Benton city, Kentucky",16000US2105824,21,05824
14209,"Berea city, Kentucky",16000US2105842,21,05842
243,"Berry city, Kentucky",16000US2105968,21,05968
764,"Betsy Layne CDP, Kentucky",16000US2106220,21,06220
283,"Big Clifty CDP, Kentucky",16000US2106508,21,06508
207,"Blackey city, Kentucky",16000US2107012,21,07012
71,"Blaine city, Kentucky",16000US2107264,21,07264
48,"Blandville city, Kentucky",16000US2107390,21,07390
1038,"Bloomfield city, Kentucky",16000US2107516,21,07516
761,"Blue Ridge Manor city, Kentucky",16000US2107858,21,07858
321,"Bonnieville city, Kentucky",16000US2108488,21,08488
62,"Booneville city, Kentucky",16000US2108614,21,08614
499,"Boston CDP, Kentucky",16000US2108722,21,08722
60660,"Bowling Green city, Kentucky",16000US2108902,21,08902
388,"Bradfordsville city, Kentucky",16000US2109100,21,09100
2812,"Brandenburg city, Kentucky",16000US2109226,21,09226
2216,"Breckinridge Center CDP, Kentucky",16000US2109379,21,09379
167,"Bremen city, Kentucky",16000US2109406,21,09406
537,"Briarwood city, Kentucky",16000US2109532,21,09532
1341,"Brodhead city, Kentucky",16000US2109838,21,09838
253,"Broeck Pointe city, Kentucky",16000US2109847,21,09847
735,"Bromley city, Kentucky",16000US2109856,21,09856
2964,"Brooks CDP, Kentucky",16000US2109964,21,09964
474,"Brooksville city, Kentucky",16000US2110000,21,10000
786,"Brownsboro Farm city, Kentucky",16000US2110162,21,10162
303,"Brownsboro Village city, Kentucky",16000US2110198,21,10198
772,"Brownsville city, Kentucky",16000US2110324,21,10324
122,"Buckhorn city, Kentucky",16000US2110612,21,10612
5539,"Buckner CDP, Kentucky",16000US2110648,21,10648
535,"Buffalo CDP, Kentucky",16000US2110774,21,10774
1153,"Burgin city, Kentucky",16000US2111044,21,11044
1459,"Burkesville city, Kentucky",16000US2111098,21,11098
16479,"Burlington CDP, Kentucky",16000US2111170,21,11170
251,"Burna CDP, Kentucky",16000US2111188,21,11188
873,"Burnside city, Kentucky",16000US2111278,21,11278
513,"Butler city, Kentucky",16000US2111530,21,11530
2633,"Cadiz city, Kentucky",16000US2111692,21,11692
934,"Calhoun city, Kentucky",16000US2111854,21,11854
142,"California city, Kentucky",16000US2111872,21,11872
2586,"Calvert City city, Kentucky",16000US2112016,21,12016
1327,"Camargo city, Kentucky",16000US2112052,21,12052
171,"Cambridge city, Kentucky",16000US2112066,21,12066
766,"Campbellsburg city, Kentucky",16000US2112142,21,12142
11126,"Campbellsville city, Kentucky",16000US2112160,21,12160
522,"Campton city, Kentucky",16000US2112358,21,12358
628,"Caneyville city, Kentucky",16000US2112538,21,12538
721,"Cannonsburg CDP, Kentucky",16000US2112610,21,12610
2135,"Carlisle city, Kentucky",16000US2112898,21,12898
3954,"Carrollton city, Kentucky",16000US2113024,21,13024
46,"Carrsville city, Kentucky",16000US2113060,21,13060
1875,"Catlettsburg city, Kentucky",16000US2113420,21,13420
2214,"Cave City city, Kentucky",16000US2113492,21,13492
658,"Cawood CDP, Kentucky",16000US2113582,21,13582
68,"Cayce CDP, Kentucky",16000US2113600,21,13600
320,"Cecilia CDP, Kentucky",16000US2113636,21,13636
320,"Centertown city, Kentucky",16000US2113870,21,13870
5932,"Central City city, Kentucky",16000US2113978,21,13978
270,"Cerulean CDP, Kentucky",16000US2114068,21,14068
382,"Chaplin CDP, Kentucky",16000US2114266,21,14266
1007,"Clarkson city, Kentucky",16000US2115148,21,15148
2601,"Claryville CDP, Kentucky",16000US2115166,21,15166
1274,"Clay city, Kentucky",16000US2115202,21,15202
1354,"Clay City city, Kentucky",16000US2115238,21,15238
186,"Cleaton CDP, Kentucky",16000US2115490,21,15490
1406,"Clinton city, Kentucky",16000US2115742,21,15742
1276,"Cloverport city, Kentucky",16000US2115904,21,15904
1804,"Coal Run Village city, Kentucky",16000US2116110,21,16110
144,"Coldiron CDP, Kentucky",16000US2116354,21,16354
6093,"Cold Spring city, Kentucky",16000US2116372,21,16372
1135,"Coldstream city, Kentucky",16000US2116395,21,16395
4792,"Columbia city, Kentucky",16000US2116750,21,16750
182,"Columbus city, Kentucky",16000US2116768,21,16768
542,"Combs CDP, Kentucky",16000US2116822,21,16822
18,"Concord city, Kentucky",16000US2116894,21,16894
7051,"Corbin city, Kentucky",16000US2117362,21,17362
310,"Corinth city, Kentucky",16000US2117434,21,17434
748,"Corydon city, Kentucky",16000US2117686,21,17686
40712,"Covington city, Kentucky",16000US2117848,21,17848
241,"Coxton CDP, Kentucky",16000US2117938,21,17938
973,"Crab Orchard city, Kentucky",16000US2117956,21,17956
143,"Crayne CDP, Kentucky",16000US2118190,21,18190
325,"Creekside city, Kentucky",16000US2118270,21,18270
3958,"Crescent Springs city, Kentucky",16000US2118352,21,18352
392,"Crestview city, Kentucky",16000US2118424,21,18424
3310,"Crestview Hills city, Kentucky",16000US2118442,21,18442
4640,"Crestwood city, Kentucky",16000US2118496,21,18496
3819,"Crittenden city, Kentucky",16000US2118568,21,18568
903,"Crofton city, Kentucky",16000US2118658,21,18658
258,"Crossgate city, Kentucky",16000US2118766,21,18766
2282,"Cumberland city, Kentucky",16000US2119108,21,19108
304,"Cunningham CDP, Kentucky",16000US2119234,21,19234
6388,"Cynthiana city, Kentucky",16000US2119432,21,19432
16471,"Danville city, Kentucky",16000US2119882,21,19882
2753,"Dawson Springs city, Kentucky",16000US2120224,21,20224
5382,"Dayton city, Kentucky",16000US2120350,21,20350
374,"Dexter CDP, Kentucky",16000US2121322,21,21322
325,"Diablock CDP, Kentucky",16000US2121358,21,21358
976,"Dixon city, Kentucky",16000US2121682,21,21682
1739,"Doe Valley CDP, Kentucky",16000US2121844,21,21844
5566,"Douglass Hills city, Kentucky",16000US2122204,21,22204
288,"Dover city, Kentucky",16000US2122222,21,22222
483,"Drakesboro city, Kentucky",16000US2122348,21,22348
386,"Druid Hills city, Kentucky",16000US2122474,21,22474
2315,"Dry Ridge city, Kentucky",16000US2122582,21,22582
290,"Dunmor CDP, Kentucky",16000US2123014,21,23014
230,"Dwale CDP, Kentucky",16000US2123104,21,23104
18,"Dycusburg city, Kentucky",16000US2123140,21,23140
1596,"Earlington city, Kentucky",16000US2123230,21,23230
891,"East Bernstadt CDP, Kentucky",16000US2123284,21,23284
2600,"Eddyville city, Kentucky",16000US2123824,21,23824
8665,"Edgewood city, Kentucky",16000US2123932,21,23932
1665,"Edmonton city, Kentucky",16000US2123968,21,23968
128,"Ekron city, Kentucky",16000US2124094,21,24094
29464,"Elizabethtown city, Kentucky",16000US2124274,21,24274
175,"Elizaville CDP, Kentucky",16000US2124292,21,24292
1512,"Elk Creek CDP, Kentucky",16000US2124328,21,24328
855,"Elkhorn City city, Kentucky",16000US2124382,21,24382
2392,"Elkton city, Kentucky",16000US2124400,21,24400
8451,"Elsmere city, Kentucky",16000US2124778,21,24778
2505,"Eminence city, Kentucky",16000US2124904,21,24904
248,"Emlyn CDP, Kentucky",16000US2124922,21,24922
18370,"Erlanger city, Kentucky",16000US2125300,21,25300
327,"Eubank city, Kentucky",16000US2125552,21,25552
1001,"Evarts city, Kentucky",16000US2125606,21,25606
253,"Ewing city, Kentucky",16000US2125786,21,25786
241,"Ezel CDP, Kentucky",16000US2125876,21,25876
117,"Fairfield city, Kentucky",16000US2126020,21,26020
320,"Fairview CDP, Kentucky",16000US2126182,21,26182
166,"Fairview city, Kentucky",16000US2126236,21,26236
2278,"Falmouth city, Kentucky",16000US2126434,21,26434
634,"Fancy Farm CDP, Kentucky",16000US2126452,21,26452
4443,"Farley CDP, Kentucky",16000US2126528,21,26528
123,"Farmers CDP, Kentucky",16000US2126560,21,26560
150,"Farmington CDP, Kentucky",16000US2126614,21,26614
1036,"Ferguson city, Kentucky",16000US2127010,21,27010
865,"Fincastle city, Kentucky",16000US2127262,21,27262
1036,"Flat Lick CDP, Kentucky",16000US2127730,21,27730
7483,"Flatwoods city, Kentucky",16000US2127802,21,27802
1002,"Fleming-Neon city, Kentucky",16000US2127846,21,27846
2696,"Flemingsburg city, Kentucky",16000US2127856,21,27856
31038,"Florence city, Kentucky",16000US2127982,21,27982
463,"Fordsville city, Kentucky",16000US2128270,21,28270
468,"Forest Hills city, Kentucky",16000US2128342,21,28342
14015,"Fort Campbell North CDP, Kentucky",16000US2128486,21,28486
10240,"Fort Knox CDP, Kentucky",16000US2128540,21,28540
8209,"Fort Mitchell city, Kentucky",16000US2128558,21,28558
16250,"Fort Thomas city, Kentucky",16000US2128594,21,28594
5726,"Fort Wright city, Kentucky",16000US2128612,21,28612
267,"Fountain Run city, Kentucky",16000US2128666,21,28666
439,"Fox Chase city, Kentucky",16000US2128785,21,28785
9217,"Francisville CDP, Kentucky",16000US2128882,21,28882
27389,"Frankfort city, Kentucky",16000US2128900,21,28900
8563,"Franklin city, Kentucky",16000US2128918,21,28918
379,"Fredonia city, Kentucky",16000US2129080,21,29080
176,"Freeburn CDP, Kentucky",16000US2129134,21,29134
545,"Frenchburg city, Kentucky",16000US2129260,21,29260
2497,"Fulton city, Kentucky",16000US2129566,21,29566
440,"Gamaliel city, Kentucky",16000US2129872,21,29872
570,"Garrison CDP, Kentucky",16000US2130232,21,30232
30349,"Georgetown city, Kentucky",16000US2130700,21,30700
162,"Germantown city, Kentucky",16000US2130718,21,30718
376,"Ghent city, Kentucky",16000US2130808,21,30808
212,"Gilbertsville CDP, Kentucky",16000US2130880,21,30880
14152,"Glasgow city, Kentucky",16000US2131114,21,31114
456,"Glencoe city, Kentucky",16000US2131204,21,31204
461,"Glenview city, Kentucky",16000US2131348,21,31348
369,"Glenview Hills city, Kentucky",16000US2131402,21,31402
167,"Glenview Manor city, Kentucky",16000US2131420,21,31420
306,"Goose Creek city, Kentucky",16000US2131870,21,31870
1072,"Goshen city, Kentucky",16000US2131960,21,31960
46,"Gracey CDP, Kentucky",16000US2132032,21,32032
