B01003_001E,NAME,GEOID,metropolitan statistical area/micropolitan statistical area
722684,"Little Rock-North Little Rock-Conway, AR Metro Area",31000US30780,30780
39614,"Lock Haven, PA Micro Area",31000US30820,30820
130363,"Logan, UT-ID Metro Area",31000US30860,30860
35760,"Logan, WV Micro Area",31000US30880,30880
38476,"Logansport, IN Micro Area",31000US30900,30900
127354,"London, KY Micro Area",31000US30940,30940
216731,"Longview, TX Metro Area",31000US30980,30980
102338,"Longview, WA Metro Area",31000US31020,31020
17939,"Los Alamos, NM Micro Area",31000US31060,31060
13154457,"Los Angeles-Long Beach-Anaheim, CA Metro Area",31000US31080,31080
1261936,"Louisville/Jefferson County, KY-IN Metro Area",31000US31140,31140
302553,"Lubbock, TX Metro Area",31000US31180,31180
28711,"Ludington, MI Micro Area",31000US31220,31220
87748,"Lufkin, TX Micro Area",31000US31260,31260
134871,"Lumberton, NC Micro Area",31000US31300,31300
256989,"Lynchburg, VA Metro Area",31000US31340,31340
32009,"Macomb, IL Micro Area",31000US31380,31380
231517,"Macon, GA Metro Area",31000US31420,31420
153187,"Madera, CA Metro Area",31000US31460,31460
32453,"Madison, IN Micro Area",31000US31500,31500
627618,"Madison, WI Metro Area",31000US31540,31540
46518,"Madisonville, KY Micro Area",31000US31580,31580
24327,"Magnolia, AR Micro Area",31000US31620,31620
51280,"Malone, NY Micro Area",31000US31660,31660
33316,"Malvern, AR Micro Area",31000US31680,31680
403972,"Manchester-Nashua, NH Metro Area",31000US31700,31700
97647,"Manhattan, KS Metro Area",31000US31740,31740
80521,"Manitowoc, WI Micro Area",31000US31820,31820
98211,"Mankato-North Mankato, MN Metro Area",31000US31860,31860
122312,"Mansfield, OH Metro Area",31000US31900,31900
61351,"Marietta, OH Micro Area",31000US31930,31930
65004,"Marinette, WI-MI Micro Area",31000US31940,31940
68896,"Marion, IN Micro Area",31000US31980,31980
44961,"Marion, NC Micro Area",31000US32000,32000
65943,"Marion, OH Micro Area",31000US32020,32020
67582,"Marquette, MI Micro Area",31000US32100,32100
25699,"Marshall, MN Micro Area",31000US32140,32140
23334,"Marshall, MO Micro Area",31000US32180,32180
66417,"Marshall, TX Micro Area",31000US32220,32220
40962,"Marshalltown, IA Micro Area",31000US32260,32260
34415,"Martin, TN Micro Area",31000US32280,32280
66204,"Martinsville, VA Micro Area",31000US32300,32300
23186,"Maryville, MO Micro Area",31000US32340,32340
51044,"Mason City, IA Micro Area",31000US32380,32380
37502,"Mayfield, KY Micro Area",31000US32460,32460
17296,"Maysville, KY Micro Area",31000US32500,32500
44961,"McAlester, OK Micro Area",31000US32540,32540
819217,"McAllen-Edinburg-Mission, TX Metro Area",31000US32580,32580
52915,"McComb, MS Micro Area",31000US32620,32620
40015,"McMinnville, TN Micro Area",31000US32660,32660
29252,"McPherson, KS Micro Area",31000US32700,32700
87343,"Meadville, PA Micro Area",31000US32740,32740
208363,"Medford, OR Metro Area",31000US32780,32780
1340336,"Memphis, TN-MS-AR Metro Area",31000US32820,32820
44159,"Menomonie, WI Micro Area",31000US32860,32860
263885,"Merced, CA Metro Area",31000US32900,32900
106405,"Meridian, MS Micro Area",31000US32940,32940
28286,"Merrill, WI Micro Area",31000US32980,32980
25783,"Mexico, MO Micro Area",31000US33020,33020
32085,"Miami, OK Micro Area",31000US33060,33060
5861000,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",31000US33100,33100
111280,"Michigan City-La Porte, IN Metro Area",31000US33140,33140
27950,"Middlesborough, KY Micro Area",31000US33180,33180
83624,"Midland, MI Metro Area",31000US33220,33220
156542,"Midland, TX Metro Area",31000US33260,33260
54676,"Milledgeville, GA Micro Area",31000US33300,33300
1570006,"Milwaukee-Waukesha-West Allis, WI Metro Area",31000US33340,33340
27921,"Mineral Wells, TX Micro Area",31000US33420,33420
3458790,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",31000US33460,33460
76115,"Minot, ND Micro Area",31000US33500,33500
111966,"Missoula, MT Metro Area",31000US33540,33540
23173,"Mitchell, SD Micro Area",31000US33580,33580
25135,"Moberly, MO Micro Area",31000US33620,33620
414251,"Mobile, AL Metro Area",31000US33660,33660
527367,"Modesto, CA Metro Area",31000US33700,33700
178302,"Monroe, LA Metro Area",31000US33740,33740
150436,"Monroe, MI Metro Area",31000US33780,33780
374864,"Montgomery, AL Metro Area",31000US33860,33860
40815,"Montrose, CO Micro Area",31000US33940,33940
68228,"Morehead City, NC Micro Area",31000US33980,33980
53441,"Morgan City, LA Micro Area",31000US34020,34020
135477,"Morgantown, WV Metro Area",31000US34060,34060
115489,"Morristown, TN Metro Area",31000US34100,34100
38339,"Moscow, ID Micro Area",31000US34140,34140
92070,"Moses Lake, WA Micro Area",31000US34180,34180
46024,"Moultrie, GA Micro Area",31000US34220,34220
41040,"Mountain Home, AR Micro Area",31000US34260,34260
26175,"Mountain Home, ID Micro Area",31000US34300,34300
73170,"Mount Airy, NC Micro Area",31000US34340,34340
70669,"Mount Pleasant, MI Micro Area",31000US34380,34380
32553,"Mount Pleasant, TX Micro Area",31000US34420,34420
45488,"Mount Sterling, KY Micro Area",31000US34460,34460
38578,"Mount Vernon, IL Micro Area",31000US34500,34500
61004,"Mount Vernon, OH Micro Area",31000US34540,34540
119343,"Mount Vernon-Anacortes, WA Metro Area",31000US34580,34580
117335,"Muncie, IN Metro Area",31000US34620,34620
38106,"Murray, KY Micro Area",31000US34660,34660
42913,"Muscatine, IA Micro Area",31000US34700,34700
171483,"Muskegon, MI Metro Area",31000US34740,34740
70224,"Muskogee, OK Micro Area",31000US34780,34780
406656,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",31000US34820,34820
65531,"Nacogdoches, TX Micro Area",31000US34860,34860
140295,"Napa, CA Metro Area",31000US34900,34900
341091,"Naples-Immokalee-Marco Island, FL Metro Area",31000US34940,34940
1761848,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",31000US34980,34980
52428,"Natchez, MS-LA Micro Area",31000US35020,35020
39330,"Natchitoches, LA Micro Area",31000US35060,35060
127598,"New Bern, NC Metro Area",31000US35100,35100
37690,"Newberry, SC Micro Area",31000US35140,35140
49146,"New Castle, IN Micro Area",31000US35220,35220
89162,"New Castle, PA Micro Area",31000US35260,35260
862224,"New Haven-Milford, CT Metro Area",31000US35300,35300
1239697,"New Orleans-Metairie, LA Metro Area",31000US35380,35380
92697,"New Philadelphia-Dover, OH Micro Area",31000US35420,35420
46347,"Newport, OR Micro Area",31000US35440,35440
35321,"Newport, TN Micro Area",31000US35460,35460
36726,"Newton, IA Micro Area",31000US35500,35500
25391,"New Ulm, MN Micro Area",31000US35580,35580
19979950,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",31000US35620,35620
155565,"Niles-Benton Harbor, MI Metro Area",31000US35660,35660
47073,"Nogales, AZ Micro Area",31000US35700,35700
48376,"Norfolk, NE Micro Area",31000US35740,35740
37180,"North Platte, NE Micro Area",31000US35820,35820
735767,"North Port-Sarasota-Bradenton, FL Metro Area",31000US35840,35840
28113,"North Vernon, IN Micro Area",31000US35860,35860
68946,"North Wilkesboro, NC Micro Area",31000US35900,35900
58937,"Norwalk, OH Micro Area",31000US35940,35940
273185,"Norwich-New London, CT Metro Area",31000US35980,35980
79329,"Oak Harbor, WA Micro Area",31000US36020,36020
336811,"Ocala, FL Metro Area",31000US36100,36100
95805,"Ocean City, NJ Metro Area",31000US36140,36140
149557,"Odessa, TX Metro Area",31000US36220,36220
623323,"Ogden-Clearfield, UT Metro Area",31000US36260,36260
112011,"Ogdensburg-Massena, NY Micro Area",31000US36300,36300
53906,"Oil City, PA Micro Area",31000US36340,36340
39255,"Okeechobee, FL Micro Area",31000US36380,36380
1318408,"Oklahoma City, OK Metro Area",31000US36420,36420
78962,"Olean, NY Micro Area",31000US36460,36460
262723,"Olympia-Tumwater, WA Metro Area",31000US36500,36500
895919,"Omaha-Council Bluffs, NE-IA Metro Area",31000US36540,36540
61399,"Oneonta, NY Micro Area",31000US36580,36580
53251,"Ontario, OR-ID Micro Area",31000US36620,36620
83613,"Opelousas, LA Micro Area",31000US36660,36660
90575,"Orangeburg, SC Micro Area",31000US36700,36700
2277816,"Orlando-Kissimmee-Sanford, FL Metro Area",31000US36740,36740
169004,"Oshkosh-Neenah, WI Metro Area",31000US36780,36780
22396,"Oskaloosa, IA Micro Area",31000US36820,36820
19081,"Othello, WA Micro Area",31000US36830,36830
25753,"Ottawa, KS Micro Area",31000US36840,36840
152516,"Ottawa-Peru, IL Micro Area",31000US36860,36860
44057,"Ottumwa, IA Micro Area",31000US36900,36900
36523,"Owatonna, MN Micro Area",31000US36940,36940
116342,"Owensboro, KY Metro Area",31000US36980,36980
69113,"Owosso, MI Micro Area",31000US37020,37020
51169,"Oxford, MS Micro Area",31000US37060,37060
58109,"Oxford, NC Micro Area",31000US37080,37080
840833,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",31000US37100,37100
49866,"Ozark, AL Micro Area",31000US37120,37120
98074,"Paducah, KY-IL Micro Area",31000US37140,37140
42625,"Pahrump, NV Micro Area",31000US37220,37220
72696,"Palatka, FL Micro Area",31000US37260,37260
57915,"Palestine, TX Micro Area",31000US37300,37300
553591,"Palm Bay-Melbourne-Titusville, FL Metro Area",31000US37340,37340
22983,"Pampa, TX Micro Area",31000US37420,37420
191138,"Panama City, FL Metro Area",31000US37460,37460
43382,"Paragould, AR Micro Area",31000US37500,37500
32269,"Paris, TN Micro Area",31000US37540,37540
49566,"Paris, TX Micro Area",31000US37580,37580
92400,"Parkersburg-Vienna, WV Metro Area",31000US37620,37620
21048,"Parsons, KS Micro Area",31000US37660,37660
53165,"Payson, AZ Micro Area",31000US37740,37740
14179,"Pecos, TX Micro Area",31000US37780,37780
467348,"Pensacola-Ferry Pass-Brent, FL Metro Area",31000US37860,37860
379947,"Peoria, IL Metro Area",31000US37900,37900
36211,"Peru, IN Micro Area",31000US37940,37940
6035680,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",31000US37980,37980
4407915,"Phoenix-Mesa-Scottsdale, AZ Metro Area",31000US38060,38060
55196,"Picayune, MS Micro Area",31000US38100,38100
21897,"Pierre, SD Micro Area",31000US38180,38180
96120,"Pine Bluff, AR Metro Area",31000US38220,38220
91743,"Pinehurst-Southern Pines, NC Micro Area",31000US38240,38240
39304,"Pittsburg, KS Micro Area",31000US38260,38260
2358926,"Pittsburgh, PA Metro Area",31000US38300,38300
129288,"Pittsfield, MA Metro Area",31000US38340,38340
35504,"Plainview, TX Micro Area",31000US38380,38380
51489,"Platteville, WI Micro Area",31000US38420,38420
81685,"Plattsburgh, NY Micro Area",31000US38460,38460
46962,"Plymouth, IN Micro Area",31000US38500,38500
83604,"Pocatello, ID Metro Area",31000US38540,38540
57742,"Point Pleasant, WV-OH Micro Area",31000US38580,38580
45587,"Ponca City, OK Micro Area",31000US38620,38620
37689,"Pontiac, IL Micro Area",31000US38700,38700
42951,"Poplar Bluff, MO Micro Area",31000US38740,38740
19908,"Portales, NM Micro Area",31000US38780,38780
72397,"Port Angeles, WA Micro Area",31000US38820,38820
41162,"Port Clinton, OH Micro Area",31000US38840,38840
520893,"Portland-South Portland, ME Metro Area",31000US38860,38860
2320323,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",31000US38900,38900
21666,"Port Lavaca, TX Micro Area",31000US38920,38920
439592,"Port St. Lucie, FL Metro Area",31000US38940,38940
78017,"Portsmouth, OH Micro Area",31000US39020,39020
146360,"Pottsville, PA Micro Area",31000US39060,39060
215996,"Prescott, AZ Metro Area",31000US39140,39140
20927,"Price, UT Micro Area",31000US39220,39220
20956,"Prineville, OR Micro Area",31000US39260,39260
1606424,"Providence-Warwick, RI-MA Metro Area",31000US39300,39300
562357,"Provo-Orem, UT Metro Area",31000US39340,39340
161519,"Pueblo, CO Metro Area",31000US39380,39380
46737,"Pullman, WA Micro Area",31000US39420,39420
165783,"Punta Gorda, FL Metro Area",31000US39460,39460
77253,"Quincy, IL-MO Micro Area",31000US39500,39500
194895,"Racine, WI Metro Area",31000US39540,39540
1216711,"Raleigh, NC Metro Area",31000US39580,39580
140860,"Rapid City, SD Metro Area",31000US39660,39660
22002,"Raymondville, TX Micro Area",31000US39700,39700
413965,"Reading, PA Metro Area",31000US39740,39740
63152,"Red Bluff, CA Micro Area",31000US39780,39780
178942,"Redding, CA Metro Area",31000US39820,39820
46377,"Red Wing, MN Micro Area",31000US39860,39860
438948,"Reno, NV Metro Area",31000US39900,39900
50861,"Rexburg, ID Micro Area",31000US39940,39940
67866,"Richmond, IN Micro Area",31000US39980,39980
1246215,"Richmond, VA Metro Area",31000US40060,40060
102780,"Richmond-Berea, KY Micro Area",31000US40080,40080
62648,"Rio Grande City, TX Micro Area",31000US40100,40100
4392801,"Riverside-San Bernardino-Ontario, CA Metro Area",31000US40140,40140
40755,"Riverton, WY Micro Area",31000US40180,40180
312216,"Roanoke, VA Metro Area",31000US40220,40220
74418,"Roanoke Rapids, NC Micro Area",31000US40260,40260
52397,"Rochelle, IL Micro Area",31000US40300,40300
211250,"Rochester, MN Metro Area",31000US40340,40340
1083156,"Rochester, NY Metro Area",31000US40380,40380
344290,"Rockford, IL Metro Area",31000US40420,40420
46046,"Rockingham, NC Micro Area",31000US40460,40460
44772,"Rock Springs, WY Micro Area",31000US40540,40540
150002,"Rocky Mount, NC Metro Area",31000US40580,40580
45029,"Rolla, MO Micro Area",31000US40620,40620
96169,"Rome, GA Metro Area",31000US40660,40660
107194,"Roseburg, OR Micro Area",31000US40700,40700
65811,"Roswell, NM Micro Area",31000US40740,40740
84665,"Russellville, AR Micro Area",31000US40780,40780
47349,"Ruston, LA Micro Area",31000US40820,40820
60530,"Rutland, VT Micro Area",31000US40860,40860
2221525,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",31000US40900,40900
37407,"Safford, AZ Micro Area",31000US40940,40940
196479,"Saginaw, MI Metro Area",31000US40980,40980
191816,"St. Cloud, MN Metro Area",31000US41060,41060
148244,"St. George, UT Metro Area",31000US41100,41100
127530,"St. Joseph, MO-KS Metro Area",31000US41140,41140
2801914,"St. Louis, MO-IL Metro Area",31000US41180,41180
51445,"St. Marys, GA Micro Area",31000US41220,41220
105987,"Salem, OH Micro Area",31000US41400,41400
400523,"Salem, OR Metro Area",31000US41420,41420
61783,"Salina, KS Micro Area",31000US41460,41460
428441,"Salinas, CA Metro Area",31000US41500,41500
385983,"Salisbury, MD-DE Metro Area",31000US41540,41540
1139851,"Salt Lake City, UT Metro Area",31000US41620,41620
116700,"San Angelo, TX Metro Area",31000US41660,41660
2286702,"San Antonio-New Braunfels, TX Metro Area",31000US41700,41700
3223096,"San Diego-Carlsbad, CA Metro Area",31000US41740,41740
41066,"Sandpoint, ID Micro Area",31000US41760,41760
76141,"Sandusky, OH Micro Area",31000US41780,41780
59418,"Sanford, NC Micro Area",31000US41820,41820
4528894,"San Francisco-Oakland-Hayward, CA Metro Area",31000US41860,41860
1925706,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",31000US41940,41940
276517,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",31000US42020,42020
269278,"Santa Cruz-Watsonville, CA Metro Area",31000US42100,42100
147108,"Santa Fe, NM Metro Area",31000US42140,42140
435850,"Santa Maria-Santa Barbara, CA Metro Area",31000US42200,42200
495078,"Santa Rosa, CA Metro Area",31000US42220,42220
38586,"Sault Ste. Marie, MI Micro Area",31000US42300,42300
367071,"Savannah, GA Metro Area",31000US42340,42340
62228,"Sayre, PA Micro Area",31000US42380,42380
38753,"Scottsbluff, NE Micro Area",31000US42420,42420
52860,"Scottsboro, AL Micro Area",31000US42460,42460
561701,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",31000US42540,42540
78660,"Searcy, AR Micro Area",31000US42620,42620
3614361,"Seattle-Tacoma-Bellevue, WA Metro Area",31000US42660,42660
142866,"Sebastian-Vero Beach, FL Metro Area",31000US42680,42680
98328,"Sebring, FL Metro Area",31000US42700,42700
42215,"Sedalia, MO Micro Area",31000US42740,42740
40046,"Selinsgrove, PA Micro Area",31000US42780,42780
42154,"Selma, AL Micro Area",31000US42820,42820
74949,"Seneca, SC Micro Area",31000US42860,42860
35144,"Seneca Falls, NY Micro Area",31000US42900,42900
93617,"Sevierville, TN Micro Area",31000US42940,42940
43471,"Seymour, IN Micro Area",31000US42980,42980
46014,"Shawano, WI Micro Area",31000US43020,43020
71136,"Shawnee, OK Micro Area",31000US43060,43060
115226,"Sheboygan, WI Metro Area",31000US43100,43100
97178,"Shelby, NC Micro Area",31000US43140,43140
45986,"Shelbyville, TN Micro Area",31000US43180,43180
60791,"Shelton, WA Micro Area",31000US43220,43220
29738,"Sheridan, WY Micro Area",31000US43260,43260
122780,"Sherman-Denison, TX Metro Area",31000US43300,43300
107656,"Show Low, AZ Micro Area",31000US43320,43320
445727,"Shreveport-Bossier City, LA Metro Area",31000US43340,43340
49067,"Sidney, OH Micro Area",31000US43380,43380
129647,"Sierra Vista-Douglas, AZ Metro Area",31000US43420,43420
39061,"Sikeston, MO Micro Area",31000US43460,43460
29119,"Silver City, NM Micro Area",31000US43500,43500
168889,"Sioux City, IA-NE-SD Metro Area",31000US43580,43580
242731,"Sioux Falls, SD Metro Area",31000US43620,43620
17238,"Snyder, TX Micro Area",31000US43660,43660
63635,"Somerset, KY Micro Area",31000US43700,43700
76617,"Somerset, PA Micro Area",31000US43740,43740
54079,"Sonora, CA Micro Area",31000US43760,43760
319198,"South Bend-Mishawaka, IN-MI Metro Area",31000US43780,43780
319365,"Spartanburg, SC Metro Area",31000US43900,43900
24645,"Spearfish, SD Micro Area",31000US43940,43940
16537,"Spencer, IA Micro Area",31000US43980,43980
16967,"Spirit Lake, IA Micro Area",31000US44020,44020
537348,"Spokane-Spokane Valley, WA Metro Area",31000US44060,44060
211627,"Springfield, IL Metro Area",31000US44100,44100
628800,"Springfield, MA Metro Area",31000US44140,44140
448471,"Springfield, MO Metro Area",31000US44180,44180
136827,"Springfield, OH Metro Area",31000US44220,44220
49048,"Starkville, MS Micro Area",31000US44260,44260
157823,"State College, PA Metro Area",31000US44300,44300
72386,"Statesboro, GA Micro Area",31000US44340,44340
119396,"Staunton-Waynesboro, VA Metro Area",31000US44420,44420
23606,"Steamboat Springs, CO Micro Area",31000US44460,44460
40039,"Stephenville, TX Micro Area",31000US44500,44500
21928,"Sterling, CO Micro Area",31000US44540,44540
57525,"Sterling, IL Micro Area",31000US44580,44580
70432,"Stevens Point, WI Micro Area",31000US44620,44620
79423,"Stillwater, OK Micro Area",31000US44660,44660
708554,"Stockton-Lodi, CA Metro Area",31000US44700,44700
20507,"Storm Lake, IA Micro Area",31000US44740,44740
61022,"Sturgis, MI Micro Area",31000US44780,44780
35645,"Sulphur Springs, TX Micro Area",31000US44860,44860
25241,"Summerville, GA Micro Area",31000US44900,44900
38521,"Summit Park, UT Micro Area",31000US44920,44920
107777,"Sumter, SC Metro Area",31000US44940,44940
94006,"Sunbury, PA Micro Area",31000US44980,44980
32645,"Susanville, CA Micro Area",31000US45000,45000
15061,"Sweetwater, TX Micro Area",31000US45020,45020
661914,"Syracuse, NY Metro Area",31000US45060,45060
48097,"Tahlequah, OK Micro Area",31000US45140,45140
92464,"Talladega-Sylacauga, AL Micro Area",31000US45180,45180
374690,"Tallahassee, FL Metro Area",31000US45220,45220
2888458,"Tampa-St. Petersburg-Clearwater, FL Metro Area",31000US45300,45300
32943,"Taos, NM Micro Area",31000US45340,45340
34200,"Taylorville, IL Micro Area",31000US45380,45380
171925,"Terre Haute, IN Metro Area",31000US45460,45460
149527,"Texarkana, TX-AR Metro Area",31000US45500,45500
25492,"The Dalles, OR Micro Area",31000US45520,45520
108501,"The Villages, FL Metro Area",31000US45540,45540
26528,"Thomaston, GA Micro Area",31000US45580,45580
44824,"Thomasville, GA Micro Area",31000US45620,45620
55929,"Tiffin, OH Micro Area",31000US45660,45660
40787,"Tifton, GA Micro Area",31000US45700,45700
25620,"Toccoa, GA Micro Area",31000US45740,45740
607631,"Toledo, OH Metro Area",31000US45780,45780
234167,"Topeka, KS Metro Area",31000US45820,45820
186304,"Torrington, CT Micro Area",31000US45860,45860
146346,"Traverse City, MI Micro Area",31000US45900,45900
370212,"Trenton, NJ Metro Area",31000US45940,45940
33155,"Troy, AL Micro Area",31000US45980,45980
98570,"Truckee-Grass Valley, CA Micro Area",31000US46020,46020
998537,"Tucson, AZ Metro Area",31000US46060,46060
100937,"Tullahoma-Manchester, TN Micro Area",31000US46100,46100
962676,"Tulsa, OK Metro Area",31000US46140,46140
139004,"Tupelo, MS Micro Area",31000US46180,46180
235570,"Tuscaloosa, AL Metro Area",31000US46220,46220
102657,"Twin Falls, ID Micro Area",31000US46300,46300
217552,"Tyler, TX Metro Area",31000US46340,46340
87544,"Ukiah, CA Micro Area",31000US46380,46380
37551,"Union City, TN-KY Micro Area",31000US46460,46460
39393,"Urbana, OH Micro Area",31000US46500,46500
984178,"Urban Honolulu, HI Metro Area",31000US46520,46520
297592,"Utica-Rome, NY Metro Area",31000US46540,46540
26952,"Uvalde, TX Micro Area",31000US46620,46620
143291,"Valdosta, GA Metro Area",31000US46660,46660
425753,"Vallejo-Fairfield, CA Metro Area",31000US46700,46700
34079,"Valley, AL Micro Area",31000US46740,46740
28576,"Van Wert, OH Micro Area",31000US46780,46780
14011,"Vermillion, SD Micro Area",31000US46820,46820
35721,"Vernal, UT Micro Area",31000US46860,46860
13158,"Vernon, TX Micro Area",31000US46900,46900
57350,"Vicksburg, MS Micro Area",31000US46980,46980
97509,"Victoria, TX Metro Area",31000US47020,47020
36178,"Vidalia, GA Micro Area",31000US47080,47080
38062,"Vincennes, IN Micro Area",31000US47180,47180
157035,"Vineland-Bridgeton, NJ Metro Area",31000US47220,47220
17048,"Vineyard Haven, MA Micro Area",31000US47240,47240
1706878,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",31000US47260,47260
454033,"Visalia-Porterville, CA Metro Area",31000US47300,47300
32358,"Wabash, IN Micro Area",31000US47340,47340
258915,"Waco, TX Metro Area",31000US47380,47380
22843,"Wahpeton, ND-MN Micro Area",31000US47420,47420
63715,"Walla Walla, WA Metro Area",31000US47460,47460
45873,"Wapakoneta, OH Micro Area",31000US47540,47540
186246,"Warner Robins, GA Metro Area",31000US47580,47580
40962,"Warren, PA Micro Area",31000US47620,47620
54155,"Warrensburg, MO Micro Area",31000US47660,47660
77983,"Warsaw, IN Micro Area",31000US47700,47700
32411,"Washington, IN Micro Area",31000US47780,47780
47561,"Washington, NC Micro Area",31000US47820,47820
5949403,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",31000US47900,47900
28769,"Washington Court House, OH Micro Area",31000US47920,47920
169442,"Waterloo-Cedar Falls, IA Metro Area",31000US47940,47940
27750,"Watertown, SD Micro Area",31000US47980,47980
84345,"Watertown-Fort Atkinson, WI Micro Area",31000US48020,48020
118947,"Watertown-Fort Drum, NY Metro Area",31000US48060,48060
27468,"Wauchula, FL Micro Area",31000US48100,48100
135177,"Wausau, WI Metro Area",31000US48140,48140
54657,"Waycross, GA Micro Area",31000US48180,48180
28978,"Weatherford, OK Micro Area",31000US48220,48220
121919,"Weirton-Steubenville, WV-OH Metro Area",31000US48260,48260
113866,"Wenatchee, WA Metro Area",31000US48300,48300
40326,"West Plains, MO Micro Area",31000US48460,48460
145677,"Wheeling, WV-OH Metro Area",31000US48540,48540
103039,"Whitewater-Elkhorn, WI Micro Area",31000US48580,48580
638884,"Wichita, KS Metro Area",31000US48620,48620
151215,"Wichita Falls, TX Metro Area",31000US48660,48660
116656,"Williamsport, PA Metro Area",31000US48700,48700
29619,"Williston, ND Micro Area",31000US48780,48780
42444,"Willmar, MN Micro Area",31000US48820,48820
268257,"Wilmington, NC Metro Area",31000US48900,48900
41892,"Wilmington, OH Micro Area",31000US48940,48940
81581,"Wilson, NC Micro Area",31000US48980,48980
132050,"Winchester, VA-WV Metro Area",31000US49020,49020
17067,"Winnemucca, NV Micro Area",31000US49080,49080
51213,"Winona, MN Micro Area",31000US49100,49100
651630,"Winston-Salem, NC Metro Area",31000US49180,49180
74012,"Wisconsin Rapids-Marshfield, WI Micro Area",31000US49220,49220
20986,"Woodward, OK Micro Area",31000US49260,49260
115371,"Wooster, OH Micro Area",31000US49300,49300
928405,"Worcester, MA-CT Metro Area",31000US49340,49340
21687,"Worthington, MN Micro Area",31000US49380,49380
247408,"Yakima, WA Metro Area",31000US49420,49420
22636,"Yankton, SD Micro Area",31000US49460,49460
439660,"York-Hanover, PA Metro Area",31000US49620,49620
556243,"Youngstown-Warren-Boardman, OH-PA Metro Area",31000US49660,49660
168684,"Yuba City, CA Metro Area",31000US49700,49700
202987,"Yuma, AZ Metro Area",31000US49740,49740
86016,"Zanesville, OH Micro Area",31000US49780,49780
14308,"Zapata, TX Micro Area",31000US49820,49820
